order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
85,9,Ivy Clark,6,Leather Dining Chair,Dining Room Furniture,apple pay,1,89.99,2020-06-09T01:43:07.000-04:00,Australia,Melbourne,StyleNestFurniture.com,2746,N,Network Error
86,14,Nathan King,19,Shoe Storage Cabinet,Entryway Furniture,card,4,59.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,HomeHavenFurniture.com,5247,Y,SUCCESS
87,7,Grace Thompson,20,Standing Desk,Home Office Furniture,paypal,4,249.99,2020-06-09T01:43:07.000-04:00,Germany,Frankfurt,HomeHavenFurniture.com,9939,Y,SUCCESS
88,17,Quinn Baker,18,Nursery Rocking Chair,Kids Furniture,card,4,119.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,CozyCornerDecor.com,1603,Y,SUCCESS
89,1,Alice Johnson,14,TV Stand,Living Room Furniture,paypal,3,89.99,2020-06-09T01:43:07.000-04:00,USA,Phoenix,StyleNestFurniture.com,5127,Y,SUCCESS
90,15,Olivia Scott,12,Upholstered Bench,Entryway Furniture,card,2,99.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,TimelessHomeStyles.com,9039,Y,SUCCESS
91,10,Jack Lewis,18,Nursery Rocking Chair,Kids Furniture,apple pay,5,119.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,CozyCornerDecor.com,8130,N,Network Error
92,16,Peter Adams,9,Ergonomic Office Chair,Home Office Furniture,apple pay,1,129.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,ChicSpaceFurnishings.com,6431,N,Network Error
93,3,Catherine Lee,17,Kids Bunk Bed,Kids Furniture,card,2,249.99,2020-06-09T01:43:07.000-04:00,Canada,Toronto,StyleNestFurniture.com,8401,N,Insufficient Funds
94,5,Eva Garcia,13,Glass Console Table,Entryway Furniture,apple pay,4,129.99,2020-06-09T01:43:07.000-04:00,Germany,Cologne,StyleNestFurniture.com,3137,Y,SUCCESS
95,14,Nathan King,9,Ergonomic Office Chair,Home Office Furniture,paypal,2,129.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,HomeHavenFurniture.com,6252,N,Insufficient Funds
96,12,Liam Walker,6,Leather Dining Chair,Dining Room Furniture,apple pay,4,89.99,2020-06-09T01:43:07.000-04:00,Australia,Adelaide,HomeHavenFurniture.com,7382,Y,SUCCESS
97,11,Karen Young,14,TV Stand,Living Room Furniture,paypal,2,89.99,2020-06-09T01:43:07.000-04:00,Germany,Frankfurt,CozyCornerDecor.com,9174,N,Insufficient Funds
98,18,Rachel Evans,12,Upholstered Bench,Entryway Furniture,paypal,4,99.99,2020-06-09T01:43:07.000-04:00,Germany,Munich,ChicSpaceFurnishings.com,3994,Y,SUCCESS
99,1,Alice Johnson,15,Outdoor Patio Set,Outdoor Furniture,paypal,1,299.99,2020-06-09T01:43:07.000-04:00,USA,Phoenix,CozyCornerDecor.com,1731,N,Insufficient Funds
100,19,Sam Phillips,10,Metal Bed Frame,Bedroom Furniture,apple pay,1,149.99,2020-06-09T01:43:07.000-04:00,Canada,Montreal,ChicSpaceFurnishings.com,8028,Y,SUCCESS
101,18,Rachel Evans,4,Recliner Chair,Living Room Furniture,card,1,249.99,2020-06-09T01:43:07.000-04:00,Germany,Munich,ChicSpaceFurnishings.com,6643,N,Network Error
102,15,Olivia Scott,20,Standing Desk,Home Office Furniture,paypal,3,249.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,CozyCornerDecor.com,7455,Y,SUCCESS
103,5,Eva Garcia,15,Outdoor Patio Set,Outdoor Furniture,card,3,299.99,2020-06-09T01:43:07.000-04:00,Germany,Cologne,CozyCornerDecor.com,4645,N,Network Error
104,16,Peter Adams,13,Glass Console Table,Entryway Furniture,card,5,129.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,StyleNestFurniture.com,4839,N,Insufficient Funds
105,9,Ivy Clark,13,Glass Console Table,Entryway Furniture,apple pay,3,129.99,2020-06-09T01:43:07.000-04:00,Australia,Melbourne,ChicSpaceFurnishings.com,1704,Y,SUCCESS
106,20,Tina Rodriguez,19,Shoe Storage Cabinet,Entryway Furniture,paypal,4,59.99,2020-06-09T01:43:07.000-04:00,USA,Chicago,ChicSpaceFurnishings.com,4804,N,Insufficient Funds
107,3,Catherine Lee,19,Shoe Storage Cabinet,Entryway Furniture,apple pay,3,59.99,2020-06-09T01:43:07.000-04:00,Canada,Toronto,ChicSpaceFurnishings.com,6055,N,Insufficient Funds
108,12,Liam Walker,11,Vanity Dresser,Bedroom Furniture,apple pay,3,189.99,2020-06-09T01:43:07.000-04:00,Australia,Adelaide,HomeHavenFurniture.com,4199,N,Network Error
109,10,Jack Lewis,13,Glass Console Table,Entryway Furniture,paypal,5,129.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,HomeHavenFurniture.com,5656,Y,SUCCESS
110,6,Frank Wilson,16,Garden Lounge Chair,Outdoor Furniture,apple pay,4,79.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,StyleNestFurniture.com,2938,N,Network Error
111,7,Grace Thompson,17,Kids Bunk Bed,Kids Furniture,card,5,249.99,2020-06-09T01:43:07.000-04:00,Germany,Frankfurt,ChicSpaceFurnishings.com,5530,Y,SUCCESS
112,20,Tina Rodriguez,8,Modular Bookcase,Home Office Furniture,apple pay,12,199.99,2020-06-09T01:43:07.000-04:00,USA,Chicago,ChicSpaceFurnishings.com,1194,Y,SUCCESS
113,17,Quinn Baker,13,Glass Console Table,Entryway Furniture,apple pay,5,129.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,HomeHavenFurniture.com,2972,N,Insufficient Funds
114,13,Mona Hall,5,Oak Dining Table,Dining Room Furniture,paypal,14,399.99,2020-06-09T01:43:07.000-04:00,Germany,Berlin,CozyCornerDecor.com,2685,N,Network Error
115,11,Karen Young,12,Upholstered Bench,Entryway Furniture,card,2,99.99,2020-06-09T01:43:07.000-04:00,Germany,Frankfurt,HomeHavenFurniture.com,1845,N,Insufficient Funds
116,6,Frank Wilson,6,Leather Dining Chair,Dining Room Furniture,paypal,2,89.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,HomeHavenFurniture.com,5881,N,Insufficient Funds
117,6,Frank Wilson,20,Standing Desk,Home Office Furniture,card,2,249.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,CozyCornerDecor.com,5489,N,Network Error
118,14,Nathan King,14,TV Stand,Living Room Furniture,card,1,89.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,TimelessHomeStyles.com,9764,N,Network Error
119,14,Nathan King,15,Outdoor Patio Set,Outdoor Furniture,card,5,299.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,ChicSpaceFurnishings.com,1305,N,Insufficient Funds
120,20,Tina Rodriguez,2,Memory Foam Mattress,Bedroom Furniture,card,14,199.99,2020-06-09T01:43:07.000-04:00,USA,Chicago,CozyCornerDecor.com,2795,N,Insufficient Funds
121,4,Daniel Brown,5,Oak Dining Table,Dining Room Furniture,paypal,1,399.99,2020-06-09T01:43:07.000-04:00,Australia,Melbourne,CozyCornerDecor.com,1365,Y,SUCCESS
122,4,Daniel Brown,10,Metal Bed Frame,Bedroom Furniture,apple pay,1,149.99,2020-06-09T01:43:07.000-04:00,Australia,Melbourne,TimelessHomeStyles.com,9271,Y,SUCCESS
123,13,Mona Hall,20,Standing Desk,Home Office Furniture,paypal,15,249.99,2020-06-09T01:43:07.000-04:00,Germany,Berlin,StyleNestFurniture.com,7747,N,Network Error
124,13,Mona Hall,12,Upholstered Bench,Entryway Furniture,apple pay,20,99.99,2020-06-09T01:43:07.000-04:00,Germany,Berlin,ChicSpaceFurnishings.com,3690,N,Network Error
125,3,Catherine Lee,9,Ergonomic Office Chair,Home Office Furniture,paypal,3,129.99,2020-06-09T01:43:07.000-04:00,Canada,Toronto,TimelessHomeStyles.com,3378,Y,SUCCESS
126,13,Mona Hall,15,Outdoor Patio Set,Outdoor Furniture,apple pay,28,299.99,2020-06-09T01:43:07.000-04:00,Germany,Berlin,TimelessHomeStyles.com,6473,N,Network Error
127,7,Grace Thompson,18,Nursery Rocking Chair,Kids Furniture,paypal,4,119.99,2020-06-09T01:43:07.000-04:00,Germany,Frankfurt,TimelessHomeStyles.com,7124,N,Insufficient Funds
128,10,Jack Lewis,19,Shoe Storage Cabinet,Entryway Furniture,card,3,59.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,TimelessHomeStyles.com,9759,Y,SUCCESS
129,12,Liam Walker,17,Kids Bunk Bed,Kids Furniture,card,4,249.99,2020-06-09T01:43:07.000-04:00,Australia,Adelaide,TimelessHomeStyles.com,1325,N,Insufficient Funds
130,16,Peter Adams,2,Memory Foam Mattress,Bedroom Furniture,paypal,3,199.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,StyleNestFurniture.com,7420,Y,SUCCESS
131,8,Harry Martinez,1,Classic Wooden Bed,Bedroom Furniture,card,30,299.99,2020-06-09T01:43:07.000-04:00,Canada,Vancouver,ChicSpaceFurnishings.com,5941,Y,SUCCESS
132,6,Frank Wilson,14,TV Stand,Living Room Furniture,apple pay,2,89.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,TimelessHomeStyles.com,4105,N,Network Error
133,10,Jack Lewis,6,Leather Dining Chair,Dining Room Furniture,paypal,1,89.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,ChicSpaceFurnishings.com,8175,N,Insufficient Funds
134,12,Liam Walker,9,Ergonomic Office Chair,Home Office Furniture,card,2,129.99,2020-06-09T01:43:07.000-04:00,Australia,Adelaide,HomeHavenFurniture.com,8067,Y,SUCCESS
135,16,Peter Adams,13,Glass Console Table,Entryway Furniture,paypal,4,129.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,HomeHavenFurniture.com,4632,Y,SUCCESS
136,14,Nathan King,10,Metal Bed Frame,Bedroom Furniture,card,3,149.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,CozyCornerDecor.com,7207,Y,SUCCESS
137,17,Quinn Baker,15,Outdoor Patio Set,Outdoor Furniture,paypal,3,299.99,2020-06-09T01:43:07.000-04:00,Australia,Perth,CozyCornerDecor.com,4157,Y,SUCCESS
138,9,Ivy Clark,9,Ergonomic Office Chair,Home Office Furniture,apple pay,1,129.99,2020-06-09T01:43:07.000-04:00,Australia,Melbourne,TimelessHomeStyles.com,3143,Y,SUCCESS
139,18,Rachel Evans,12,Upholstered Bench,Entryway Furniture,card,4,99.99,2020-06-09T01:43:07.000-04:00,Germany,Munich,CozyCornerDecor.com,3462,N,Insufficient Funds
140,7,Grace Thompson,13,Glass Console Table,Entryway Furniture,paypal,4,129.99,2020-06-09T01:43:07.000-04:00,Germany,Frankfurt,StyleNestFurniture.com,5604,N,Insufficient Funds
141,18,Rachel Evans,15,Outdoor Patio Set,Outdoor Furniture,apple pay,2,299.99,2020-06-09T01:43:07.000-04:00,Germany,Munich,TimelessHomeStyles.com,4999,N,Network Error
142,15,Olivia Scott,18,Nursery Rocking Chair,Kids Furniture,paypal,5,119.99,2020-06-09T01:43:07.000-04:00,Canada,Calgary,StyleNestFurniture.com,1776,Y,SUCCESS
143,2,Bob Smith,3,L-Shaped Sofa,Living Room Furniture,apple pay,28,499.99,2020-06-09T01:43:07.000-04:00,USA,Los Angeles,CozyCornerDecor.com,6462,N,Network Error
144,4,Daniel Brown,6,Leather Dining Chair,Dining Room Furniture,paypal,5,89.99,2020-06-09T01:43:07.000-04:00,Australia,Melbourne,CozyCornerDecor.com,2620,Y,SUCCESS
