order_id,customer_id,product_id,product_name,product_category,price,datetime,customer_name,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason,qty,payment_type
10,3,8,Modular Bookcase,Home Office Furniture,199.99,2021-04-26T09:55:08.000-05:00,Catherine Lee,Canada,Toronto,StyleNestFurniture.com,CODE000000000010,N,Network Error,4.0,Internet Banking
11,19,8,Modular Bookcase,Home Office Furniture,199.99,2021-03-30T08:29:38.000-05:00,Sam Phillips,Canada,Montreal,ChicSpaceFurnishings.com,CODE000000000011,N,Network Error,2.0,Internet Banking
12,16,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-11-27T20:42:01.000-06:00,Peter Adams,Australia,Perth,HomeHavenFurniture.com,CODE000000000012,N,Network Error,2.0,Internet Banking
13,12,4,Recliner Chair,Living Room Furniture,249.99,2020-05-14T10:37:31.000-05:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000000013,Y,SUCCESS,4.0,Card
14,9,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-07-12T05:29:13.000-05:00,Ivy Clark,Australia,Melbourne,StyleNestFurniture.com,CODE000000000014,Y,SUCCESS,4.0,Internet Banking
15,20,15,Outdoor Patio Set,Outdoor Furniture,299.99,2021-07-24T07:46:46.000-05:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000015,Y,SUCCESS,25.0,Internet Banking
16,13,20,Standing Desk,Home Office Furniture,249.99,2021-03-20T15:19:39.000-05:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000016,N,Insufficient Funds,12.0,Internet Banking
17,15,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-01-30T16:39:12.000-06:00,Olivia Scott,Canada,Calgary,StyleNestFurniture.com,CODE000000000017,N,Insufficient Funds,2.0,Internet Banking
18,5,14,TV Stand,Living Room Furniture,89.99,2021-10-29T14:51:33.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000018,Y,SUCCESS,4.0,Internet Banking
19,19,15,Outdoor Patio Set,Outdoor Furniture,299.99,2020-08-14T09:28:41.000-05:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000019,N,Insufficient Funds,3.0,Card
20,9,2,Memory Foam Mattress,Bedroom Furniture,199.99,2020-11-30T17:28:02.000-06:00,Ivy Clark,Australia,Melbourne,StyleNestFurniture.com,CODE000000000020,Y,SUCCESS,1.0,Card
21,8,4,Recliner Chair,Living Room Furniture,249.99,2020-07-31T16:01:45.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000021,Y,SUCCESS,10.0,Internet Banking
22,11,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-02-26T21:20:15.000-06:00,Karen Young,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000022,N,Insufficient Funds,2.0,UPI
23,14,20,Standing Desk,Home Office Furniture,249.99,2020-09-05T02:58:10.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000023,N,Network Error,1.0,Internet Banking
24,14,11,Vanity Dresser,Bedroom Furniture,189.99,2021-06-20T12:49:22.000-05:00,Nathan King,Canada,Calgary,HomeHavenFurniture.com,CODE000000000024,N,Insufficient Funds,2.0,Internet Banking
25,7,8,Modular Bookcase,Home Office Furniture,199.99,2020-10-13T22:00:30.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000025,Y,SUCCESS,3.0,Internet Banking
26,13,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-03-30T08:35:09.000-05:00,Mona Hall,Germany,Berlin,HomeHavenFurniture.com,CODE000000000026,Y,SUCCESS,16.0,Internet Banking
27,12,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-09-07T02:40:00.000-05:00,Liam Walker,Australia,Adelaide,HomeHavenFurniture.com,CODE000000000027,N,Insufficient Funds,2.0,Internet Banking
28,11,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-04-22T15:19:01.000-05:00,Karen Young,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000028,Y,SUCCESS,3.0,Internet Banking
29,17,12,Upholstered Bench,Entryway Furniture,99.99,2021-01-14T23:50:27.000-06:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000029,N,Network Error,3.0,Internet Banking
30,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-21T12:45:14.000-06:00,Daniel Brown,Australia,Melbourne,CozyCornerDecor.com,CODE000000000030,N,Network Error,2.0,Internet Banking
31,10,5,Oak Dining Table,Dining Room Furniture,399.99,2021-10-26T06:44:22.000-05:00,Jack Lewis,Australia,Perth,CozyCornerDecor.com,CODE000000000031,N,Network Error,5.0,Internet Banking
32,10,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-06-30T07:08:07.000-05:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000000032,Y,SUCCESS,2.0,Internet Banking
33,10,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-02-01T04:36:44.000-06:00,Jack Lewis,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000033,Y,SUCCESS,3.0,Internet Banking
34,15,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-21T11:08:00.000-05:00,Olivia Scott,Canada,Calgary,TimelessHomeStyles.com,CODE000000000034,N,Insufficient Funds,1.0,Internet Banking
35,11,20,Standing Desk,Home Office Furniture,249.99,2020-03-15T19:02:06.000-05:00,Karen Young,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000035,N,Network Error,3.0,Internet Banking
36,20,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-11-11T14:19:08.000-06:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000036,N,Insufficient Funds,24.0,Internet Banking
37,5,14,TV Stand,Living Room Furniture,89.99,2021-10-21T17:39:36.000-05:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000037,Y,SUCCESS,3.0,Card
38,5,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-31T10:05:36.000-06:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000038,Y,SUCCESS,3.0,Card
39,6,2,Memory Foam Mattress,Bedroom Furniture,199.99,2020-10-07T18:21:41.000-05:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000039,Y,SUCCESS,3.0,Internet Banking
40,2,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-13T21:53:50.000-06:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000040,N,Network Error,24.0,Internet Banking
41,7,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-10-24T13:33:48.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000041,Y,SUCCESS,2.0,Internet Banking
42,19,18,Nursery Rocking Chair,Kids Furniture,119.99,2020-09-05T17:59:58.000-05:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000042,Y,SUCCESS,3.0,Internet Banking
43,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-08-18T03:01:48.000-05:00,Grace Thompson,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000043,Y,SUCCESS,3.0,Internet Banking
44,11,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-11-27T22:22:04.000-06:00,Karen Young,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000044,N,Insufficient Funds,3.0,Card
45,6,5,Oak Dining Table,Dining Room Furniture,399.99,2020-09-10T14:46:50.000-05:00,Frank Wilson,Canada,Calgary,HomeHavenFurniture.com,CODE000000000045,Y,SUCCESS,3.0,Card
46,12,14,TV Stand,Living Room Furniture,89.99,2021-02-01T22:54:04.000-06:00,Liam Walker,Australia,Adelaide,CozyCornerDecor.com,CODE000000000046,N,Network Error,4.0,Card
47,3,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-04-02T02:40:28.000-05:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000000047,Y,SUCCESS,2.0,Internet Banking
48,20,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-23T16:16:04.000-06:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000048,N,Network Error,12.0,Internet Banking
49,7,13,Glass Console Table,Entryway Furniture,129.99,2020-10-24T01:30:34.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000049,Y,SUCCESS,3.0,Internet Banking
50,5,20,Standing Desk,Home Office Furniture,249.99,2021-08-25T15:35:51.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000050,Y,SUCCESS,2.0,Internet Banking
51,2,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-30T20:26:00.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000051,N,Insufficient Funds,20.0,Card
52,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-09-28T08:00:49.000-05:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000052,N,Network Error,4.0,Internet Banking
53,7,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-02-15T16:23:40.000-06:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000053,Y,SUCCESS,1.0,Internet Banking
54,20,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-01-28T23:50:38.000-06:00,Tina Rodriguez,USA,Chicago,CozyCornerDecor.com,CODE000000000054,Y,SUCCESS,5.0,Internet Banking
55,13,2,Memory Foam Mattress,Bedroom Furniture,199.99,2020-01-27T21:17:38.000-06:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000055,N,Network Error,14.0,Internet Banking
56,7,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-19T21:44:58.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000056,N,Network Error,4.0,Card
57,20,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-03-21T12:31:22.000-05:00,Tina Rodriguez,USA,Chicago,HomeHavenFurniture.com,CODE000000000057,N,Network Error,15.0,Internet Banking
58,15,16,Garden Lounge Chair,Outdoor Furniture,79.99,2020-07-22T14:17:17.000-05:00,Olivia Scott,Canada,Calgary,CozyCornerDecor.com,CODE000000000058,N,Network Error,5.0,Card
59,8,4,Recliner Chair,Living Room Furniture,249.99,2020-12-20T21:09:23.000-06:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000059,N,Network Error,20.0,Internet Banking
60,6,20,Standing Desk,Home Office Furniture,249.99,2021-11-25T02:05:29.000-06:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000060,N,Insufficient Funds,5.0,Card
61,9,14,TV Stand,Living Room Furniture,89.99,2021-04-25T11:26:26.000-05:00,Ivy Clark,Australia,Melbourne,CozyCornerDecor.com,CODE000000000061,N,Insufficient Funds,2.0,Card
62,10,14,TV Stand,Living Room Furniture,89.99,2021-10-25T08:22:18.000-05:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000062,Y,SUCCESS,2.0,Internet Banking
63,6,17,Kids Bunk Bed,Kids Furniture,249.99,2020-09-25T05:52:59.000-05:00,Frank Wilson,Canada,Calgary,TimelessHomeStyles.com,CODE000000000063,Y,SUCCESS,2.0,Card
64,8,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-19T22:46:49.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000064,Y,SUCCESS,42.0,Internet Banking
65,14,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-25T03:44:57.000-05:00,Nathan King,Canada,Calgary,HomeHavenFurniture.com,CODE000000000065,Y,SUCCESS,2.0,Internet Banking
66,6,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-01-31T07:27:15.000-06:00,Frank Wilson,Canada,Calgary,TimelessHomeStyles.com,CODE000000000066,N,Insufficient Funds,4.0,Internet Banking
67,17,15,Outdoor Patio Set,Outdoor Furniture,299.99,2020-06-28T08:25:02.000-05:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000067,N,Insufficient Funds,3.0,Internet Banking
68,3,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-10-31T18:29:51.000-05:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000068,Y,SUCCESS,5.0,Card
69,2,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-01T02:03:55.000-05:00,Bob Smith,USA,Los Angeles,CozyCornerDecor.com,CODE000000000069,Y,SUCCESS,18.0,Internet Banking
70,12,18,Nursery Rocking Chair,Kids Furniture,119.99,2020-07-19T15:03:16.000-05:00,Liam Walker,Australia,Adelaide,CozyCornerDecor.com,CODE000000000070,Y,SUCCESS,2.0,Card
71,2,16,Garden Lounge Chair,Outdoor Furniture,79.99,2020-05-15T11:02:21.000-05:00,Bob Smith,USA,Los Angeles,HomeHavenFurniture.com,CODE000000000071,N,Network Error,12.0,Internet Banking
72,11,11,Vanity Dresser,Bedroom Furniture,189.99,2021-07-08T13:24:52.000-05:00,Karen Young,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000072,Y,SUCCESS,4.0,Internet Banking
73,14,14,TV Stand,Living Room Furniture,89.99,2020-09-28T10:36:39.000-05:00,Nathan King,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000073,N,Insufficient Funds,3.0,Internet Banking
74,8,8,Modular Bookcase,Home Office Furniture,199.99,2021-10-17T09:48:10.000-05:00,Harry Martinez,Canada,Vancouver,CozyCornerDecor.com,CODE000000000074,Y,SUCCESS,25.0,Internet Banking
75,16,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-03-26T05:16:18.000-05:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000075,N,Network Error,5.0,Internet Banking
76,6,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-06-07T20:37:51.000-05:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000076,Y,SUCCESS,4.0,Internet Banking
77,4,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-02-09T11:26:45.000-06:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000077,Y,SUCCESS,4.0,Internet Banking
78,4,14,TV Stand,Living Room Furniture,89.99,2020-09-09T21:45:26.000-05:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000078,N,Network Error,3.0,Internet Banking
79,20,17,Kids Bunk Bed,Kids Furniture,249.99,2021-09-27T02:46:22.000-05:00,Tina Rodriguez,USA,Chicago,HomeHavenFurniture.com,CODE000000000079,N,Network Error,36.0,Wallet
80,7,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-03-16T09:49:03.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000080,Y,SUCCESS,4.0,Internet Banking
81,4,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-16T18:10:26.000-05:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000081,Y,SUCCESS,3.0,Internet Banking
82,5,12,Upholstered Bench,Entryway Furniture,99.99,2020-05-27T12:40:26.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000082,Y,SUCCESS,3.0,Internet Banking
83,18,12,Upholstered Bench,Entryway Furniture,99.99,2021-06-19T01:31:56.000-05:00,Rachel Evans,Germany,Munich,CozyCornerDecor.com,CODE000000000083,N,Network Error,3.0,Internet Banking
84,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-06-18T13:17:09.000-05:00,Grace Thompson,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000084,N,Insufficient Funds,1.0,Card
85,10,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-31T22:26:50.000-05:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000085,N,Insufficient Funds,4.0,Internet Banking
86,10,15,Outdoor Patio Set,Outdoor Furniture,299.99,2021-09-20T14:52:08.000-05:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000000086,Y,SUCCESS,4.0,Card
87,16,4,Recliner Chair,Living Room Furniture,249.99,2020-02-21T14:27:38.000-06:00,Peter Adams,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000087,Y,SUCCESS,1.0,Internet Banking
88,12,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-28T21:37:00.000-06:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000000088,Y,SUCCESS,5.0,Internet Banking
89,6,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-03-05T03:59:51.000-06:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000089,Y,SUCCESS,4.0,Internet Banking
90,16,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-04-30T04:08:53.000-05:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000090,N,Network Error,3.0,Internet Banking
91,10,2,Memory Foam Mattress,Bedroom Furniture,199.99,2021-06-06T23:43:23.000-05:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000000091,N,Insufficient Funds,5.0,Card
92,8,4,Recliner Chair,Living Room Furniture,249.99,2020-03-23T17:38:09.000-05:00,Harry Martinez,Canada,Vancouver,ChicSpaceFurnishings.com,CODE000000000092,N,Insufficient Funds,28.0,Internet Banking
93,8,4,Recliner Chair,Living Room Furniture,249.99,2020-07-06T16:25:08.000-05:00,Harry Martinez,Canada,Vancouver,ChicSpaceFurnishings.com,CODE000000000093,N,Insufficient Funds,25.0,Card
94,2,8,Modular Bookcase,Home Office Furniture,199.99,2020-11-07T18:21:39.000-06:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000094,Y,SUCCESS,24.0,Internet Banking
95,20,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-08T03:48:30.000-05:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000095,N,Insufficient Funds,14.0,Internet Banking
96,14,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-01T10:09:43.000-06:00,Nathan King,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000096,Y,SUCCESS,5.0,Internet Banking
97,8,8,Modular Bookcase,Home Office Furniture,199.99,2021-07-16T17:51:05.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000097,Y,SUCCESS,36.0,Internet Banking
98,13,13,Glass Console Table,Entryway Furniture,129.99,2020-05-23T01:16:15.000-05:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000000098,Y,SUCCESS,25.0,Card
99,20,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-10T01:27:25.000-06:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000099,N,Network Error,16.0,Internet Banking
100,16,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-09T02:50:33.000-06:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000100,Y,SUCCESS,2.0,Internet Banking
101,19,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-13T00:23:40.000-06:00,Sam Phillips,Canada,Montreal,CozyCornerDecor.com,CODE000000000101,Y,SUCCESS,4.0,Card
102,13,13,Glass Console Table,Entryway Furniture,129.99,2020-07-03T14:39:46.000-05:00,Mona Hall,Germany,Berlin,TimelessHomeStyles.com,CODE000000000102,N,Insufficient Funds,12.0,Internet Banking
103,18,2,Memory Foam Mattress,Bedroom Furniture,199.99,2021-06-12T03:25:23.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000103,N,Network Error,2.0,Card
104,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-14T14:01:24.000-06:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000104,Y,SUCCESS,1.0,Internet Banking
105,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-09-08T21:05:03.000-05:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000000105,N,Network Error,18.0,Internet Banking
106,19,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-18T17:28:04.000-05:00,Sam Phillips,Canada,Montreal,ChicSpaceFurnishings.com,CODE000000000106,N,Network Error,3.0,Card
107,2,4,Recliner Chair,Living Room Furniture,249.99,2021-11-27T00:47:08.000-06:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000107,Y,SUCCESS,10.0,Card
108,8,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-09-27T21:49:12.000-05:00,Harry Martinez,Canada,Vancouver,ChicSpaceFurnishings.com,CODE000000000108,Y,SUCCESS,15.0,Internet Banking
109,13,5,Oak Dining Table,Dining Room Furniture,399.99,2020-09-10T13:27:20.000-05:00,Mona Hall,Germany,Berlin,HomeHavenFurniture.com,CODE000000000109,Y,SUCCESS,25.0,Card
110,9,15,Outdoor Patio Set,Outdoor Furniture,299.99,2020-03-05T03:43:36.000-06:00,Ivy Clark,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000110,Y,SUCCESS,3.0,Internet Banking
111,17,2,Memory Foam Mattress,Bedroom Furniture,199.99,2021-09-19T09:01:50.000-05:00,Quinn Baker,Australia,Perth,HomeHavenFurniture.com,CODE000000000111,Y,SUCCESS,4.0,Card
112,5,2,Memory Foam Mattress,Bedroom Furniture,199.99,2020-03-31T15:35:34.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000112,N,Insufficient Funds,3.0,Internet Banking
113,17,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-12-13T05:31:08.000-06:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000113,Y,SUCCESS,3.0,UPI
114,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-08T05:49:06.000-05:00,Sam Phillips,Canada,Montreal,TimelessHomeStyles.com,CODE000000000114,N,Network Error,4.0,Internet Banking
115,2,13,Glass Console Table,Entryway Furniture,129.99,2021-07-12T22:14:45.000-05:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000115,Y,SUCCESS,16.0,UPI
116,12,11,Vanity Dresser,Bedroom Furniture,189.99,2021-07-28T04:36:34.000-05:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000000116,Y,SUCCESS,4.0,Internet Banking
117,12,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-09-27T20:34:42.000-05:00,Liam Walker,Australia,Adelaide,CozyCornerDecor.com,CODE000000000117,N,Network Error,2.0,Internet Banking
118,15,13,Glass Console Table,Entryway Furniture,129.99,2020-09-18T21:46:51.000-05:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000118,N,Insufficient Funds,2.0,Internet Banking
119,8,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-11-16T17:22:47.000-06:00,Harry Martinez,Canada,Vancouver,TimelessHomeStyles.com,CODE000000000119,Y,SUCCESS,12.0,Internet Banking
120,12,4,Recliner Chair,Living Room Furniture,249.99,2020-04-01T03:59:42.000-05:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000000120,N,Insufficient Funds,5.0,Card
121,3,15,Outdoor Patio Set,Outdoor Furniture,299.99,2021-05-11T20:00:16.000-05:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000121,Y,SUCCESS,1.0,Internet Banking
122,14,15,Outdoor Patio Set,Outdoor Furniture,299.99,2021-08-30T18:51:23.000-05:00,Nathan King,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000122,Y,SUCCESS,3.0,UPI
123,15,4,Recliner Chair,Living Room Furniture,249.99,2021-01-06T07:44:48.000-06:00,Olivia Scott,Canada,Calgary,StyleNestFurniture.com,CODE000000000123,N,Insufficient Funds,4.0,Internet Banking
124,11,4,Recliner Chair,Living Room Furniture,249.99,2021-06-11T18:34:52.000-05:00,Karen Young,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000124,N,Network Error,1.0,Internet Banking
125,4,8,Modular Bookcase,Home Office Furniture,199.99,2020-04-29T16:44:59.000-05:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000125,Y,SUCCESS,3.0,Card
126,20,16,Garden Lounge Chair,Outdoor Furniture,79.99,2021-03-13T16:38:53.000-06:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000126,N,Insufficient Funds,24.0,Internet Banking
127,7,20,Standing Desk,Home Office Furniture,249.99,2021-10-04T06:56:33.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000127,N,Network Error,2.0,Card
128,2,17,Kids Bunk Bed,Kids Furniture,249.99,2020-09-05T06:47:55.000-05:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000128,Y,SUCCESS,20.0,Internet Banking
129,14,13,Glass Console Table,Entryway Furniture,129.99,2020-03-31T10:25:19.000-05:00,Nathan King,Canada,Calgary,HomeHavenFurniture.com,CODE000000000129,N,Insufficient Funds,5.0,Internet Banking
130,2,14,TV Stand,Living Room Furniture,89.99,2020-02-08T21:57:25.000-06:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000130,N,Network Error,5.0,Internet Banking
