order_id,customer_id,product_id,product_name,product_category,price,datetime,customer_name,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason,qty
328,17,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-10-27T20:59:39.000-05:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000328,Y,SUCCESS,4
351,11,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-08-15T15:34:32.000-05:00,Karen Young,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000351,Y,SUCCESS,4
356,14,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-12-25T00:02:25.000-06:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000356,N,Network Error,4
389,15,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-06-09T10:26:04.000-05:00,Olivia Scott,Canada,Calgary,StyleNestFurniture.com,CODE000000000389,Y,SUCCESS,4
436,3,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-04-08T01:54:01.000-05:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000000436,N,Insufficient Funds,4
451,20,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-08-11T03:50:33.000-05:00,Tina Rodriguez,USA,Chicago,CozyCornerDecor.com,CODE000000000451,Y,SUCCESS,12
461,6,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-06-12T06:24:36.000-05:00,Frank Wilson,Canada,Calgary,CozyCornerDecor.com,CODE000000000461,Y,SUCCESS,4
476,16,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-12-17T00:51:14.000-06:00,Peter Adams,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000476,Y,SUCCESS,4
491,2,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-12-20T01:58:46.000-06:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000491,Y,SUCCESS,12
517,8,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-01-27T00:38:40.000-06:00,Harry Martinez,Canada,Vancouver,ChicSpaceFurnishings.com,CODE000000000517,N,Insufficient Funds,12
519,8,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-05-10T08:14:39.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000519,Y,SUCCESS,12
595,1,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-11-24T09:49:14.000-06:00,Alice Johnson,USA,Phoenix,HomeHavenFurniture.com,CODE000000000595,N,Network Error,4
606,4,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-11-29T06:32:28.000-06:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000606,Y,SUCCESS,4
624,14,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-07-23T00:03:52.000-05:00,Nathan King,Canada,Calgary,CozyCornerDecor.com,CODE000000000624,N,Network Error,4
29,2,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-08-06T09:07:13.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000029,N,Network Error,12
39,1,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-19T07:00:31.000-06:00,Alice Johnson,USA,Phoenix,HomeHavenFurniture.com,CODE000000000039,Y,SUCCESS,4
111,6,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-08T03:44:03.000-05:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000000111,Y,SUCCESS,4
117,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-02T06:27:24.000-05:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000117,Y,SUCCESS,4
154,5,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-07-09T02:21:00.000-05:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000154,Y,SUCCESS,4
157,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-10T15:30:41.000-05:00,Nathan King,Canada,Calgary,CozyCornerDecor.com,CODE000000000157,N,Insufficient Funds,4
159,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-25T20:58:56.000-05:00,Nathan King,Canada,Calgary,CozyCornerDecor.com,CODE000000000159,Y,SUCCESS,4
202,6,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-06-26T23:48:30.000-05:00,Frank Wilson,Canada,Calgary,CozyCornerDecor.com,CODE000000000202,Y,SUCCESS,4
227,20,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-08-18T17:08:23.000-05:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000227,N,Insufficient Funds,12
229,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-06-02T01:35:07.000-05:00,Nathan King,Canada,Calgary,HomeHavenFurniture.com,CODE000000000229,Y,SUCCESS,4
376,8,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-13T20:51:54.000-05:00,Harry Martinez,Canada,Vancouver,HomeHavenFurniture.com,CODE000000000376,N,Network Error,12
391,8,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-30T04:06:05.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000391,N,Insufficient Funds,12
416,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-09-25T11:11:39.000-05:00,Olivia Scott,Canada,Calgary,TimelessHomeStyles.com,CODE000000000416,Y,SUCCESS,4
450,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-07-24T05:51:52.000-05:00,Quinn Baker,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000450,Y,SUCCESS,4
458,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-06-05T23:36:32.000-05:00,Catherine Lee,Canada,Toronto,TimelessHomeStyles.com,CODE000000000458,Y,SUCCESS,4
466,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-19T12:07:05.000-06:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000466,N,Network Error,4
472,5,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-14T07:35:41.000-05:00,Eva Garcia,Germany,Cologne,TimelessHomeStyles.com,CODE000000000472,Y,SUCCESS,4
505,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-08-08T06:02:08.000-05:00,Peter Adams,Australia,Perth,HomeHavenFurniture.com,CODE000000000505,N,Network Error,4
521,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-01-19T20:05:02.000-06:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000521,N,Insufficient Funds,4
529,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-13T06:29:38.000-05:00,Nathan King,Canada,Calgary,CozyCornerDecor.com,CODE000000000529,Y,SUCCESS,4
552,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-13T13:13:52.000-06:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000552,N,Network Error,4
559,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-04-14T14:48:12.000-05:00,Peter Adams,Australia,Perth,HomeHavenFurniture.com,CODE000000000559,N,Network Error,4
25,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-02T14:08:25.000-05:00,Jack Lewis,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000025,Y,SUCCESS,4
69,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-12-15T09:24:35.000-06:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000069,N,Network Error,4
76,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-06T18:36:17.000-05:00,Alice Johnson,USA,Phoenix,CozyCornerDecor.com,CODE000000000076,N,Network Error,4
85,12,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-24T20:57:37.000-05:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000000085,N,Network Error,4
87,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-16T19:44:28.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000087,Y,SUCCESS,12
130,12,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-11T21:19:10.000-05:00,Liam Walker,Australia,Adelaide,HomeHavenFurniture.com,CODE000000000130,N,Insufficient Funds,4
131,13,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-01-15T05:56:08.000-06:00,Mona Hall,Germany,Berlin,HomeHavenFurniture.com,CODE000000000131,N,Insufficient Funds,12
135,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-31T19:52:53.000-05:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000135,N,Insufficient Funds,4
147,17,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-04T02:45:18.000-05:00,Quinn Baker,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000147,N,Insufficient Funds,4
168,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-23T23:24:11.000-05:00,Harry Martinez,Canada,Vancouver,ChicSpaceFurnishings.com,CODE000000000168,N,Network Error,12
176,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-27T11:26:23.000-05:00,Rachel Evans,Germany,Munich,HomeHavenFurniture.com,CODE000000000176,N,Insufficient Funds,4
187,11,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-12T12:09:34.000-05:00,Karen Young,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000187,N,Network Error,4
266,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-18T09:31:58.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000266,Y,SUCCESS,4
279,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-15T08:04:06.000-05:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000279,Y,SUCCESS,4
289,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-08-13T17:34:14.000-05:00,Jack Lewis,Australia,Perth,CozyCornerDecor.com,CODE000000000289,N,Insufficient Funds,4
290,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-14T10:41:56.000-06:00,Rachel Evans,Germany,Munich,HomeHavenFurniture.com,CODE000000000290,Y,SUCCESS,4
343,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-12-27T13:22:51.000-06:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000343,Y,SUCCESS,4
353,9,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-06T14:00:12.000-06:00,Ivy Clark,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000353,Y,SUCCESS,4
424,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-05-23T20:48:40.000-05:00,Alice Johnson,USA,Phoenix,ChicSpaceFurnishings.com,CODE000000000424,Y,SUCCESS,4
442,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-25T19:32:54.000-06:00,Harry Martinez,Canada,Vancouver,HomeHavenFurniture.com,CODE000000000442,N,Insufficient Funds,12
503,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-09T11:05:00.000-06:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000503,Y,SUCCESS,4
516,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-05-01T00:12:20.000-05:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000516,Y,SUCCESS,4
542,2,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-24T11:40:25.000-06:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000542,Y,SUCCESS,12
550,20,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-09T20:36:08.000-06:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000550,N,Network Error,12
553,2,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-22T16:52:17.000-06:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000553,N,Insufficient Funds,12
570,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-19T09:39:30.000-05:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000570,N,Network Error,4
571,12,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-07T00:07:24.000-05:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000000571,N,Network Error,4
585,2,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-07T12:21:51.000-06:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000585,Y,SUCCESS,12
590,15,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-21T15:50:26.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000590,N,Network Error,4
611,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-21T17:47:46.000-05:00,Alice Johnson,USA,Phoenix,HomeHavenFurniture.com,CODE000000000611,Y,SUCCESS,4
0,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-08-05T21:42:18.000-05:00,Catherine Lee,Canada,Toronto,TimelessHomeStyles.com,CODE000000000000,N,Network Error,4
13,6,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-01-13T14:05:48.000-06:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000013,N,Network Error,4
20,14,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-12T14:24:02.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000020,N,Network Error,4
55,18,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-05-25T18:44:00.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000055,N,Insufficient Funds,4
67,9,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-07T05:12:24.000-06:00,Ivy Clark,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000067,Y,SUCCESS,4
86,2,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-13T05:35:25.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000086,N,Insufficient Funds,12
91,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-05-14T02:35:02.000-05:00,Daniel Brown,Australia,Melbourne,CozyCornerDecor.com,CODE000000000091,Y,SUCCESS,4
143,17,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-08-23T11:36:53.000-05:00,Quinn Baker,Australia,Perth,HomeHavenFurniture.com,CODE000000000143,N,Network Error,4
161,18,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-06-04T04:31:28.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000161,N,Network Error,4
195,20,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-09-25T13:00:08.000-05:00,Tina Rodriguez,USA,Chicago,CozyCornerDecor.com,CODE000000000195,Y,SUCCESS,12
232,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-05-13T13:07:49.000-05:00,Mona Hall,Germany,Berlin,HomeHavenFurniture.com,CODE000000000232,N,Insufficient Funds,12
249,17,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-02-21T11:32:26.000-06:00,Quinn Baker,Australia,Perth,HomeHavenFurniture.com,CODE000000000249,Y,SUCCESS,4
267,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-08-14T04:40:32.000-05:00,Daniel Brown,Australia,Melbourne,CozyCornerDecor.com,CODE000000000267,Y,SUCCESS,4
277,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-13T15:37:42.000-06:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000277,Y,SUCCESS,4
305,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-05-07T10:23:58.000-05:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000305,N,Insufficient Funds,12
345,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-07T10:58:26.000-06:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000345,Y,SUCCESS,12
420,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-07T17:10:40.000-06:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000420,N,Insufficient Funds,4
457,20,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-18T01:12:08.000-05:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000457,N,Network Error,12
465,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-13T14:06:06.000-05:00,Catherine Lee,Canada,Toronto,StyleNestFurniture.com,CODE000000000465,Y,SUCCESS,4
468,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-31T15:01:22.000-05:00,Grace Thompson,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000468,N,Insufficient Funds,4
478,16,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-06-23T17:33:33.000-05:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000478,Y,SUCCESS,4
524,14,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-09-04T16:40:26.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000524,N,Network Error,4
527,2,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-15T01:36:34.000-05:00,Bob Smith,USA,Los Angeles,HomeHavenFurniture.com,CODE000000000527,Y,SUCCESS,12
535,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-11-08T12:40:33.000-06:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000535,Y,SUCCESS,4
583,1,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-08T07:01:42.000-05:00,Alice Johnson,USA,Phoenix,ChicSpaceFurnishings.com,CODE000000000583,Y,SUCCESS,4
613,17,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-18T00:24:40.000-05:00,Quinn Baker,Australia,Perth,HomeHavenFurniture.com,CODE000000000613,Y,SUCCESS,4
15,19,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-21T15:29:39.000-05:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000015,N,Network Error,4
58,15,17,Kids Bunk Bed,Kids Furniture,249.99,2020-09-15T03:34:47.000-05:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000058,N,Network Error,4
107,12,17,Kids Bunk Bed,Kids Furniture,249.99,2020-02-08T20:42:23.000-06:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000000107,Y,SUCCESS,4
114,10,17,Kids Bunk Bed,Kids Furniture,249.99,2020-02-19T19:18:40.000-06:00,Jack Lewis,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000114,Y,SUCCESS,4
120,9,17,Kids Bunk Bed,Kids Furniture,249.99,2020-08-12T18:40:29.000-05:00,Ivy Clark,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000120,N,Insufficient Funds,4
149,2,17,Kids Bunk Bed,Kids Furniture,249.99,2021-10-07T10:31:42.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000149,Y,SUCCESS,12
177,3,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-10T04:37:01.000-05:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000000177,N,Insufficient Funds,4
184,1,17,Kids Bunk Bed,Kids Furniture,249.99,2021-03-28T01:59:35.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000184,Y,SUCCESS,4
190,7,17,Kids Bunk Bed,Kids Furniture,249.99,2020-11-04T08:37:49.000-06:00,Grace Thompson,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000190,Y,SUCCESS,4
191,10,17,Kids Bunk Bed,Kids Furniture,249.99,2020-07-02T02:53:10.000-05:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000191,Y,SUCCESS,4
196,11,17,Kids Bunk Bed,Kids Furniture,249.99,2021-05-12T01:03:21.000-05:00,Karen Young,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000196,N,Insufficient Funds,4
211,7,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-16T06:09:30.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000211,N,Network Error,4
230,8,17,Kids Bunk Bed,Kids Furniture,249.99,2021-05-02T23:47:35.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000230,N,Network Error,12
250,20,17,Kids Bunk Bed,Kids Furniture,249.99,2021-12-08T22:45:57.000-06:00,Tina Rodriguez,USA,Chicago,CozyCornerDecor.com,CODE000000000250,N,Network Error,12
301,19,17,Kids Bunk Bed,Kids Furniture,249.99,2020-03-16T16:30:46.000-05:00,Sam Phillips,Canada,Montreal,HomeHavenFurniture.com,CODE000000000301,Y,SUCCESS,4
307,13,17,Kids Bunk Bed,Kids Furniture,249.99,2020-03-01T06:14:17.000-06:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000000307,Y,SUCCESS,12
322,11,17,Kids Bunk Bed,Kids Furniture,249.99,2021-08-07T02:49:24.000-05:00,Karen Young,Germany,Frankfurt,TimelessHomeStyles.com,CODE000000000322,N,Network Error,4
327,20,17,Kids Bunk Bed,Kids Furniture,249.99,2020-10-01T09:48:58.000-05:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000327,N,Insufficient Funds,12
350,17,17,Kids Bunk Bed,Kids Furniture,249.99,2021-11-01T13:50:57.000-05:00,Quinn Baker,Australia,Perth,HomeHavenFurniture.com,CODE000000000350,Y,SUCCESS,4
402,18,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-02T16:07:57.000-06:00,Rachel Evans,Germany,Munich,HomeHavenFurniture.com,CODE000000000402,N,Insufficient Funds,4
412,20,17,Kids Bunk Bed,Kids Furniture,249.99,2020-10-19T12:15:08.000-05:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000412,Y,SUCCESS,12
417,13,17,Kids Bunk Bed,Kids Furniture,249.99,2020-09-15T04:57:32.000-05:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000417,N,Network Error,12
431,19,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-02T00:20:48.000-06:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000431,Y,SUCCESS,4
433,3,17,Kids Bunk Bed,Kids Furniture,249.99,2021-10-24T13:38:21.000-05:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000433,N,Network Error,4
439,20,17,Kids Bunk Bed,Kids Furniture,249.99,2021-07-24T05:44:48.000-05:00,Tina Rodriguez,USA,Chicago,HomeHavenFurniture.com,CODE000000000439,N,Insufficient Funds,12
497,12,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-02T18:35:15.000-05:00,Liam Walker,Australia,Adelaide,HomeHavenFurniture.com,CODE000000000497,Y,SUCCESS,4
502,11,17,Kids Bunk Bed,Kids Furniture,249.99,2021-11-28T16:49:05.000-06:00,Karen Young,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000502,N,Network Error,4
507,11,17,Kids Bunk Bed,Kids Furniture,249.99,2021-02-13T23:38:13.000-06:00,Karen Young,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000507,N,Insufficient Funds,4
