customer_id,product_id,order_id,product_name,product_category,price,datetime,customer_name,country,city
19,7,618,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-02T15:50:55.000-06:00,Sam Phillips,Canada,Montreal
19,6,14,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-15T16:52:19.000-06:00,Sam Phillips,Canada,Montreal
14,6,40,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-21T17:43:11.000-05:00,Nathan King,Canada,Calgary
13,6,54,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-01T03:20:20.000-05:00,Mona Hall,Germany,Berlin
15,6,57,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-22T01:35:25.000-06:00,Olivia Scott,Canada,Calgary
20,6,79,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-21T15:37:24.000-05:00,Tina Rodriguez,USA,Chicago
13,6,99,Leather Dining Chair,Dining Room Furniture,89.99,2020-12-10T03:46:23.000-06:00,Mona Hall,Germany,Berlin
11,6,155,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-24T18:08:00.000-06:00,Karen Young,Germany,Frankfurt
16,6,159,Leather Dining Chair,Dining Room Furniture,89.99,2021-07-16T21:43:25.000-05:00,Peter Adams,Australia,Perth
6,6,183,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-20T14:32:40.000-06:00,Frank Wilson,Canada,Calgary
2,6,192,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-01T20:52:26.000-05:00,Bob Smith,USA,Los Angeles
6,6,194,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-10T03:43:01.000-05:00,Frank Wilson,Canada,Calgary
6,6,222,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-11T18:44:24.000-06:00,Frank Wilson,Canada,Calgary
8,6,261,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-10T16:46:50.000-06:00,Harry Martinez,Canada,Vancouver
7,6,292,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-09T20:18:15.000-05:00,Grace Thompson,Germany,Frankfurt
12,6,311,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-12T00:29:50.000-05:00,Liam Walker,Australia,Adelaide
6,6,326,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-04T10:50:44.000-05:00,Frank Wilson,Canada,Calgary
19,6,332,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-26T18:35:50.000-05:00,Sam Phillips,Canada,Montreal
8,6,369,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-20T10:20:10.000-06:00,Harry Martinez,Canada,Vancouver
11,6,377,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-19T12:52:02.000-05:00,Karen Young,Germany,Frankfurt
2,6,392,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-23T14:41:23.000-05:00,Bob Smith,USA,Los Angeles
10,6,408,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-17T05:48:23.000-05:00,Jack Lewis,Australia,Perth
8,6,423,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-02T00:57:59.000-05:00,Harry Martinez,Canada,Vancouver
19,6,443,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-23T15:04:57.000-05:00,Sam Phillips,Canada,Montreal
8,6,446,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-30T01:46:10.000-05:00,Harry Martinez,Canada,Vancouver
13,6,500,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-01T15:42:26.000-05:00,Mona Hall,Germany,Berlin
3,6,519,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-28T20:18:40.000-06:00,Catherine Lee,Canada,Toronto
17,6,528,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-07T05:49:27.000-05:00,Quinn Baker,Australia,Perth
16,6,559,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-31T21:22:19.000-05:00,Peter Adams,Australia,Perth
5,6,563,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-25T14:09:42.000-06:00,Eva Garcia,Germany,Cologne
5,6,587,Leather Dining Chair,Dining Room Furniture,89.99,2020-08-17T16:58:03.000-05:00,Eva Garcia,Germany,Cologne
18,9,3,Ergonomic Office Chair,Home Office Furniture,129.99,2021-05-06T22:51:30.000-05:00,Rachel Evans,Germany,Munich
10,9,7,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-23T11:52:13.000-06:00,Jack Lewis,Australia,Perth
11,9,8,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-01T20:55:02.000-05:00,Karen Young,Germany,Frankfurt
6,9,21,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-12T08:53:47.000-06:00,Frank Wilson,Canada,Calgary
15,9,68,Ergonomic Office Chair,Home Office Furniture,129.99,2021-09-01T04:37:35.000-05:00,Olivia Scott,Canada,Calgary
6,9,75,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-14T04:07:19.000-05:00,Frank Wilson,Canada,Calgary
1,9,82,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-26T19:54:15.000-06:00,Alice Johnson,USA,Phoenix
11,9,84,Ergonomic Office Chair,Home Office Furniture,129.99,2021-03-15T07:33:58.000-05:00,Karen Young,Germany,Frankfurt
2,9,90,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-03T03:26:33.000-05:00,Bob Smith,USA,Los Angeles
11,9,109,Ergonomic Office Chair,Home Office Furniture,129.99,2021-08-16T22:41:45.000-05:00,Karen Young,Germany,Frankfurt
1,9,145,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-20T07:16:28.000-05:00,Alice Johnson,USA,Phoenix
2,9,165,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-18T20:33:15.000-05:00,Bob Smith,USA,Los Angeles
7,9,219,Ergonomic Office Chair,Home Office Furniture,129.99,2021-01-07T22:26:09.000-06:00,Grace Thompson,Germany,Frankfurt
8,9,221,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-28T03:33:28.000-05:00,Harry Martinez,Canada,Vancouver
7,9,234,Ergonomic Office Chair,Home Office Furniture,129.99,2021-05-11T04:29:54.000-05:00,Grace Thompson,Germany,Frankfurt
1,9,251,Ergonomic Office Chair,Home Office Furniture,129.99,2020-02-11T00:19:26.000-06:00,Alice Johnson,USA,Phoenix
16,9,286,Ergonomic Office Chair,Home Office Furniture,129.99,2020-02-23T13:07:56.000-06:00,Peter Adams,Australia,Perth
18,9,303,Ergonomic Office Chair,Home Office Furniture,129.99,2021-03-29T10:11:48.000-05:00,Rachel Evans,Germany,Munich
15,9,304,Ergonomic Office Chair,Home Office Furniture,129.99,2021-03-20T19:24:42.000-05:00,Olivia Scott,Canada,Calgary
13,9,320,Ergonomic Office Chair,Home Office Furniture,129.99,2020-11-15T10:53:15.000-06:00,Mona Hall,Germany,Berlin
15,9,335,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-25T13:32:40.000-05:00,Olivia Scott,Canada,Calgary
3,9,395,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-14T19:53:52.000-05:00,Catherine Lee,Canada,Toronto
10,9,431,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-20T17:42:27.000-06:00,Jack Lewis,Australia,Perth
9,9,451,Ergonomic Office Chair,Home Office Furniture,129.99,2020-08-16T05:30:52.000-05:00,Ivy Clark,Australia,Melbourne
14,9,466,Ergonomic Office Chair,Home Office Furniture,129.99,2021-09-08T05:20:39.000-05:00,Nathan King,Canada,Calgary
4,9,496,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-25T14:24:36.000-05:00,Daniel Brown,Australia,Melbourne
20,9,521,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-12T17:37:22.000-05:00,Tina Rodriguez,USA,Chicago
1,9,533,Ergonomic Office Chair,Home Office Furniture,129.99,2020-04-01T08:39:30.000-05:00,Alice Johnson,USA,Phoenix
11,9,554,Ergonomic Office Chair,Home Office Furniture,129.99,2020-09-17T01:46:52.000-05:00,Karen Young,Germany,Frankfurt
10,9,577,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-14T15:23:07.000-06:00,Jack Lewis,Australia,Perth
1,9,614,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-10T17:42:28.000-06:00,Alice Johnson,USA,Phoenix
11,17,24,Kids Bunk Bed,Kids Furniture,249.99,2020-05-12T20:39:23.000-05:00,Karen Young,Germany,Frankfurt
13,17,43,Kids Bunk Bed,Kids Furniture,249.99,2021-02-13T05:39:51.000-06:00,Mona Hall,Germany,Berlin
10,17,55,Kids Bunk Bed,Kids Furniture,249.99,2021-07-22T04:00:26.000-05:00,Jack Lewis,Australia,Perth
3,17,63,Kids Bunk Bed,Kids Furniture,249.99,2020-03-22T06:45:44.000-05:00,Catherine Lee,Canada,Toronto
20,17,64,Kids Bunk Bed,Kids Furniture,249.99,2021-03-06T15:27:36.000-06:00,Tina Rodriguez,USA,Chicago
12,17,81,Kids Bunk Bed,Kids Furniture,249.99,2021-10-08T04:44:38.000-05:00,Liam Walker,Australia,Adelaide
6,17,169,Kids Bunk Bed,Kids Furniture,249.99,2021-01-20T16:57:49.000-06:00,Frank Wilson,Canada,Calgary
1,17,176,Kids Bunk Bed,Kids Furniture,249.99,2020-05-15T09:05:57.000-05:00,Alice Johnson,USA,Phoenix
9,17,180,Kids Bunk Bed,Kids Furniture,249.99,2021-05-09T01:14:58.000-05:00,Ivy Clark,Australia,Melbourne
17,17,199,Kids Bunk Bed,Kids Furniture,249.99,2021-06-07T16:31:48.000-05:00,Quinn Baker,Australia,Perth
1,17,213,Kids Bunk Bed,Kids Furniture,249.99,2020-06-09T11:32:46.000-05:00,Alice Johnson,USA,Phoenix
4,17,220,Kids Bunk Bed,Kids Furniture,249.99,2021-02-20T04:30:50.000-06:00,Daniel Brown,Australia,Melbourne
4,17,237,Kids Bunk Bed,Kids Furniture,249.99,2021-05-25T00:31:50.000-05:00,Daniel Brown,Australia,Melbourne
19,17,240,Kids Bunk Bed,Kids Furniture,249.99,2020-10-09T13:55:37.000-05:00,Sam Phillips,Canada,Montreal
14,17,269,Kids Bunk Bed,Kids Furniture,249.99,2021-05-28T21:00:58.000-05:00,Nathan King,Canada,Calgary
17,17,270,Kids Bunk Bed,Kids Furniture,249.99,2020-01-31T08:26:12.000-06:00,Quinn Baker,Australia,Perth
1,17,278,Kids Bunk Bed,Kids Furniture,249.99,2021-06-28T18:03:21.000-05:00,Alice Johnson,USA,Phoenix
11,17,283,Kids Bunk Bed,Kids Furniture,249.99,2020-08-05T10:55:42.000-05:00,Karen Young,Germany,Frankfurt
11,17,294,Kids Bunk Bed,Kids Furniture,249.99,2020-09-19T07:36:57.000-05:00,Karen Young,Germany,Frankfurt
13,17,302,Kids Bunk Bed,Kids Furniture,249.99,2021-08-18T11:01:41.000-05:00,Mona Hall,Germany,Berlin
2,17,308,Kids Bunk Bed,Kids Furniture,249.99,2021-10-14T07:49:11.000-05:00,Bob Smith,USA,Los Angeles
14,17,312,Kids Bunk Bed,Kids Furniture,249.99,2020-12-04T05:47:41.000-06:00,Nathan King,Canada,Calgary
17,17,348,Kids Bunk Bed,Kids Furniture,249.99,2020-11-20T16:35:17.000-06:00,Quinn Baker,Australia,Perth
8,17,358,Kids Bunk Bed,Kids Furniture,249.99,2020-02-28T12:50:16.000-06:00,Harry Martinez,Canada,Vancouver
13,17,387,Kids Bunk Bed,Kids Furniture,249.99,2020-01-10T22:34:18.000-06:00,Mona Hall,Germany,Berlin
18,17,438,Kids Bunk Bed,Kids Furniture,249.99,2020-11-19T01:16:35.000-06:00,Rachel Evans,Germany,Munich
2,17,545,Kids Bunk Bed,Kids Furniture,249.99,2020-03-10T20:09:30.000-05:00,Bob Smith,USA,Los Angeles
19,17,558,Kids Bunk Bed,Kids Furniture,249.99,2020-08-18T04:01:49.000-05:00,Sam Phillips,Canada,Montreal
18,17,575,Kids Bunk Bed,Kids Furniture,249.99,2020-08-26T07:24:38.000-05:00,Rachel Evans,Germany,Munich
6,17,617,Kids Bunk Bed,Kids Furniture,249.99,2021-04-02T12:29:39.000-05:00,Frank Wilson,Canada,Calgary
16,5,50,Oak Dining Table,Dining Room Furniture,399.99,2021-11-08T06:03:22.000-06:00,Peter Adams,Australia,Perth
3,5,62,Oak Dining Table,Dining Room Furniture,399.99,2020-09-20T10:37:40.000-05:00,Catherine Lee,Canada,Toronto
3,5,112,Oak Dining Table,Dining Room Furniture,399.99,2020-12-04T14:48:43.000-06:00,Catherine Lee,Canada,Toronto
11,5,116,Oak Dining Table,Dining Room Furniture,399.99,2020-12-14T19:40:34.000-06:00,Karen Young,Germany,Frankfurt
12,5,121,Oak Dining Table,Dining Room Furniture,399.99,2020-11-02T14:33:23.000-06:00,Liam Walker,Australia,Adelaide
20,5,130,Oak Dining Table,Dining Room Furniture,399.99,2021-08-21T07:04:11.000-05:00,Tina Rodriguez,USA,Chicago
14,5,147,Oak Dining Table,Dining Room Furniture,399.99,2020-06-15T04:17:37.000-05:00,Nathan King,Canada,Calgary
15,5,153,Oak Dining Table,Dining Room Furniture,399.99,2021-06-19T19:17:39.000-05:00,Olivia Scott,Canada,Calgary
15,5,156,Oak Dining Table,Dining Room Furniture,399.99,2020-10-25T13:19:09.000-05:00,Olivia Scott,Canada,Calgary
12,5,160,Oak Dining Table,Dining Room Furniture,399.99,2021-06-09T11:35:18.000-05:00,Liam Walker,Australia,Adelaide
6,5,172,Oak Dining Table,Dining Room Furniture,399.99,2021-08-11T11:37:59.000-05:00,Frank Wilson,Canada,Calgary
7,5,295,Oak Dining Table,Dining Room Furniture,399.99,2020-08-07T17:01:33.000-05:00,Grace Thompson,Germany,Frankfurt
13,5,307,Oak Dining Table,Dining Room Furniture,399.99,2020-08-21T09:08:35.000-05:00,Mona Hall,Germany,Berlin
4,5,310,Oak Dining Table,Dining Room Furniture,399.99,2020-12-17T03:57:17.000-06:00,Daniel Brown,Australia,Melbourne
16,5,342,Oak Dining Table,Dining Room Furniture,399.99,2020-09-25T20:05:05.000-05:00,Peter Adams,Australia,Perth
19,5,354,Oak Dining Table,Dining Room Furniture,399.99,2020-05-05T23:34:50.000-05:00,Sam Phillips,Canada,Montreal
2,5,378,Oak Dining Table,Dining Room Furniture,399.99,2020-07-01T23:43:42.000-05:00,Bob Smith,USA,Los Angeles
7,5,412,Oak Dining Table,Dining Room Furniture,399.99,2020-12-07T07:40:22.000-06:00,Grace Thompson,Germany,Frankfurt
15,5,436,Oak Dining Table,Dining Room Furniture,399.99,2020-08-12T17:34:42.000-05:00,Olivia Scott,Canada,Calgary
16,5,467,Oak Dining Table,Dining Room Furniture,399.99,2020-07-30T00:50:25.000-05:00,Peter Adams,Australia,Perth
16,5,472,Oak Dining Table,Dining Room Furniture,399.99,2020-04-17T19:47:38.000-05:00,Peter Adams,Australia,Perth
10,5,475,Oak Dining Table,Dining Room Furniture,399.99,2021-11-19T14:31:04.000-06:00,Jack Lewis,Australia,Perth
20,5,542,Oak Dining Table,Dining Room Furniture,399.99,2021-04-26T05:43:35.000-05:00,Tina Rodriguez,USA,Chicago
9,5,550,Oak Dining Table,Dining Room Furniture,399.99,2020-01-07T03:37:51.000-06:00,Ivy Clark,Australia,Melbourne
6,5,568,Oak Dining Table,Dining Room Furniture,399.99,2020-04-19T23:17:44.000-05:00,Frank Wilson,Canada,Calgary
20,5,609,Oak Dining Table,Dining Room Furniture,399.99,2020-12-29T02:10:03.000-06:00,Tina Rodriguez,USA,Chicago
9,5,610,Oak Dining Table,Dining Room Furniture,399.99,2021-02-12T17:51:13.000-06:00,Ivy Clark,Australia,Melbourne
12,5,615,Oak Dining Table,Dining Room Furniture,399.99,2021-09-19T05:55:29.000-05:00,Liam Walker,Australia,Adelaide
7,5,624,Oak Dining Table,Dining Room Furniture,399.99,2020-03-01T23:18:45.000-06:00,Grace Thompson,Germany,Frankfurt
3,1,2,Classic Wooden Bed,Bedroom Furniture,299.99,2020-06-23T22:18:05.000-05:00,Catherine Lee,Canada,Toronto
3,1,15,Classic Wooden Bed,Bedroom Furniture,299.99,2021-06-20T03:06:15.000-05:00,Catherine Lee,Canada,Toronto
8,1,27,Classic Wooden Bed,Bedroom Furniture,299.99,2021-06-17T02:00:12.000-05:00,Harry Martinez,Canada,Vancouver
13,1,29,Classic Wooden Bed,Bedroom Furniture,299.99,2021-03-14T06:09:58.000-05:00,Mona Hall,Germany,Berlin
13,1,31,Classic Wooden Bed,Bedroom Furniture,299.99,2020-06-22T14:33:04.000-05:00,Mona Hall,Germany,Berlin
18,1,36,Classic Wooden Bed,Bedroom Furniture,299.99,2020-06-07T00:04:22.000-05:00,Rachel Evans,Germany,Munich
4,1,96,Classic Wooden Bed,Bedroom Furniture,299.99,2021-06-29T15:03:15.000-05:00,Daniel Brown,Australia,Melbourne
1,1,104,Classic Wooden Bed,Bedroom Furniture,299.99,2020-11-15T12:58:26.000-06:00,Alice Johnson,USA,Phoenix
15,1,122,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-18T14:42:14.000-05:00,Olivia Scott,Canada,Calgary
17,1,126,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-12T17:58:46.000-05:00,Quinn Baker,Australia,Perth
17,1,190,Classic Wooden Bed,Bedroom Furniture,299.99,2021-03-29T12:30:01.000-05:00,Quinn Baker,Australia,Perth
16,1,280,Classic Wooden Bed,Bedroom Furniture,299.99,2021-09-08T11:07:32.000-05:00,Peter Adams,Australia,Perth
3,1,293,Classic Wooden Bed,Bedroom Furniture,299.99,2021-11-29T03:54:19.000-06:00,Catherine Lee,Canada,Toronto
7,1,299,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-17T19:33:27.000-05:00,Grace Thompson,Germany,Frankfurt
8,1,339,Classic Wooden Bed,Bedroom Furniture,299.99,2020-11-11T17:11:00.000-06:00,Harry Martinez,Canada,Vancouver
2,1,340,Classic Wooden Bed,Bedroom Furniture,299.99,2021-03-07T11:24:43.000-06:00,Bob Smith,USA,Los Angeles
16,1,365,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-10T09:13:10.000-05:00,Peter Adams,Australia,Perth
14,1,381,Classic Wooden Bed,Bedroom Furniture,299.99,2021-03-21T16:46:17.000-05:00,Nathan King,Canada,Calgary
5,1,415,Classic Wooden Bed,Bedroom Furniture,299.99,2020-11-08T06:17:01.000-06:00,Eva Garcia,Germany,Cologne
5,1,419,Classic Wooden Bed,Bedroom Furniture,299.99,2020-05-20T11:04:29.000-05:00,Eva Garcia,Germany,Cologne
11,1,471,Classic Wooden Bed,Bedroom Furniture,299.99,2021-04-20T12:01:20.000-05:00,Karen Young,Germany,Frankfurt
2,1,509,Classic Wooden Bed,Bedroom Furniture,299.99,2021-08-31T03:13:59.000-05:00,Bob Smith,USA,Los Angeles
14,1,530,Classic Wooden Bed,Bedroom Furniture,299.99,2020-06-01T07:17:21.000-05:00,Nathan King,Canada,Calgary
5,1,547,Classic Wooden Bed,Bedroom Furniture,299.99,2020-05-20T06:31:54.000-05:00,Eva Garcia,Germany,Cologne
19,1,551,Classic Wooden Bed,Bedroom Furniture,299.99,2020-11-03T04:23:24.000-06:00,Sam Phillips,Canada,Montreal
6,1,574,Classic Wooden Bed,Bedroom Furniture,299.99,2021-12-03T14:10:20.000-06:00,Frank Wilson,Canada,Calgary
11,1,592,Classic Wooden Bed,Bedroom Furniture,299.99,2021-03-27T06:22:38.000-05:00,Karen Young,Germany,Frankfurt
