order_id,customer_id,product_id,product_name,product_category,price,datetime,customer_name,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason,qty
302,2,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-08-25T02:36:59.000-05:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000302,N,Network Error,21
316,1,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-08-07T00:31:34.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000316,Y,SUCCESS,3
375,8,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-02-10T21:04:48.000-06:00,Harry Martinez,Canada,Vancouver,CozyCornerDecor.com,CODE000000000375,Y,SUCCESS,21
427,8,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-01-12T10:58:13.000-06:00,Harry Martinez,Canada,Vancouver,ChicSpaceFurnishings.com,CODE000000000427,N,Insufficient Funds,21
430,19,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-04-30T03:55:24.000-05:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000430,Y,SUCCESS,3
445,16,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-03-12T10:57:30.000-06:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000445,N,Network Error,3
460,14,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-12-20T00:53:14.000-06:00,Nathan King,Canada,Calgary,HomeHavenFurniture.com,CODE000000000460,N,Insufficient Funds,3
568,17,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-11-23T04:32:26.000-06:00,Quinn Baker,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000568,Y,SUCCESS,3
569,10,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-07-15T11:14:31.000-05:00,Jack Lewis,Australia,Perth,CozyCornerDecor.com,CODE000000000569,N,Network Error,3
587,10,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-10-24T16:19:01.000-05:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000000587,Y,SUCCESS,3
604,2,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-07-19T20:07:04.000-05:00,Bob Smith,USA,Los Angeles,HomeHavenFurniture.com,CODE000000000604,N,Network Error,21
618,11,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-09-20T04:03:58.000-05:00,Karen Young,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000618,N,Insufficient Funds,3
78,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-04-09T17:46:59.000-05:00,Grace Thompson,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000078,Y,SUCCESS,3
82,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-22T12:12:59.000-05:00,Mona Hall,Germany,Berlin,CozyCornerDecor.com,CODE000000000082,Y,SUCCESS,21
109,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-01-23T08:34:33.000-06:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000109,Y,SUCCESS,3
110,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-08T22:40:59.000-06:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000000110,N,Network Error,3
137,18,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-04-12T23:13:03.000-05:00,Rachel Evans,Germany,Munich,HomeHavenFurniture.com,CODE000000000137,Y,SUCCESS,3
184,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-24T17:50:49.000-06:00,Nathan King,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000184,N,Network Error,3
188,6,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-19T02:55:20.000-06:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000000188,N,Network Error,3
196,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-09-30T22:29:38.000-05:00,Nathan King,Canada,Calgary,HomeHavenFurniture.com,CODE000000000196,N,Insufficient Funds,3
198,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-08T14:47:07.000-06:00,Olivia Scott,Canada,Calgary,HomeHavenFurniture.com,CODE000000000198,Y,SUCCESS,3
241,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-29T14:09:22.000-06:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000241,Y,SUCCESS,21
250,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-14T13:55:54.000-06:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000250,Y,SUCCESS,3
263,12,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-29T08:33:38.000-06:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000000263,Y,SUCCESS,3
300,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-28T17:36:50.000-06:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000300,N,Insufficient Funds,3
322,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-08T12:04:59.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000322,Y,SUCCESS,3
324,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-13T05:56:34.000-05:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000324,N,Insufficient Funds,3
338,11,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-07T18:18:03.000-06:00,Karen Young,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000338,Y,SUCCESS,3
349,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-09-23T12:45:38.000-05:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000349,Y,SUCCESS,3
356,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-05T10:24:54.000-06:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000356,Y,SUCCESS,3
371,11,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-21T11:57:46.000-05:00,Karen Young,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000371,Y,SUCCESS,3
392,1,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-01-25T20:22:59.000-06:00,Alice Johnson,USA,Phoenix,ChicSpaceFurnishings.com,CODE000000000392,N,Insufficient Funds,3
476,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-28T08:13:02.000-05:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000476,N,Insufficient Funds,3
489,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-13T23:40:03.000-06:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000489,N,Insufficient Funds,3
498,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-07T22:57:07.000-06:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000498,N,Insufficient Funds,3
499,1,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-06-26T06:50:52.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000499,Y,SUCCESS,3
500,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-09-18T18:44:37.000-05:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000500,N,Insufficient Funds,3
519,9,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-09-18T16:30:25.000-05:00,Ivy Clark,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000519,Y,SUCCESS,3
525,5,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-04-11T21:38:01.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000525,N,Insufficient Funds,3
545,8,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-09-25T00:57:48.000-05:00,Harry Martinez,Canada,Vancouver,HomeHavenFurniture.com,CODE000000000545,Y,SUCCESS,21
547,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-01-28T06:37:15.000-06:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000547,N,Network Error,3
549,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-04-24T19:54:31.000-05:00,Quinn Baker,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000549,N,Network Error,3
582,6,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-31T08:04:45.000-05:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000000582,N,Network Error,3
585,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-14T21:09:12.000-06:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000585,Y,SUCCESS,3
591,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-04-08T16:37:33.000-05:00,Daniel Brown,Australia,Melbourne,TimelessHomeStyles.com,CODE000000000591,N,Insufficient Funds,3
603,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-08-07T07:14:28.000-05:00,Quinn Baker,Australia,Perth,CozyCornerDecor.com,CODE000000000603,Y,SUCCESS,3
605,1,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-08T09:43:08.000-05:00,Alice Johnson,USA,Phoenix,CozyCornerDecor.com,CODE000000000605,Y,SUCCESS,3
609,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-13T21:28:05.000-06:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000609,Y,SUCCESS,21
622,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-06-07T16:02:24.000-05:00,Mona Hall,Germany,Berlin,CozyCornerDecor.com,CODE000000000622,N,Insufficient Funds,21
3,6,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-27T12:38:54.000-05:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000000003,N,Insufficient Funds,3
6,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-12-10T09:31:00.000-06:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000006,N,Insufficient Funds,3
32,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-06T03:23:45.000-05:00,Sam Phillips,Canada,Montreal,CozyCornerDecor.com,CODE000000000032,N,Network Error,3
35,14,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-17T16:58:52.000-05:00,Nathan King,Canada,Calgary,TimelessHomeStyles.com,CODE000000000035,N,Network Error,3
44,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-05T15:53:27.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000044,N,Network Error,3
88,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-12T09:03:30.000-06:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000088,N,Network Error,3
90,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-25T04:34:44.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000090,Y,SUCCESS,3
105,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-08T13:28:02.000-05:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000105,N,Network Error,3
127,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-21T02:09:02.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000127,N,Network Error,3
167,13,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-22T13:52:47.000-05:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000000167,Y,SUCCESS,21
174,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-22T06:56:43.000-05:00,Alice Johnson,USA,Phoenix,CozyCornerDecor.com,CODE000000000174,Y,SUCCESS,3
178,15,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-19T08:28:37.000-05:00,Olivia Scott,Canada,Calgary,HomeHavenFurniture.com,CODE000000000178,Y,SUCCESS,3
205,12,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-30T11:01:35.000-05:00,Liam Walker,Australia,Adelaide,CozyCornerDecor.com,CODE000000000205,N,Insufficient Funds,3
210,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-11T20:09:23.000-06:00,Alice Johnson,USA,Phoenix,CozyCornerDecor.com,CODE000000000210,Y,SUCCESS,3
223,20,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-01T19:38:53.000-06:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000223,Y,SUCCESS,21
231,15,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-01T14:33:42.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000231,Y,SUCCESS,3
235,13,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-09T17:28:59.000-05:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000000235,N,Network Error,21
237,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-25T23:32:35.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000237,Y,SUCCESS,3
251,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-19T21:02:31.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000251,N,Insufficient Funds,3
271,12,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-12-21T04:29:14.000-06:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000000271,Y,SUCCESS,3
308,6,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-10T01:34:33.000-05:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000000308,N,Insufficient Funds,3
341,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-17T11:59:00.000-05:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000341,Y,SUCCESS,3
364,13,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-10T00:07:49.000-05:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000364,N,Insufficient Funds,21
369,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-04T04:23:25.000-06:00,Rachel Evans,Germany,Munich,HomeHavenFurniture.com,CODE000000000369,N,Insufficient Funds,3
372,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-09T06:53:59.000-05:00,Grace Thompson,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000372,Y,SUCCESS,3
379,17,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-08-28T16:07:09.000-05:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000379,Y,SUCCESS,3
384,9,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-16T16:28:05.000-05:00,Ivy Clark,Australia,Melbourne,StyleNestFurniture.com,CODE000000000384,Y,SUCCESS,3
389,3,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-14T12:29:53.000-06:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000389,N,Network Error,3
393,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-24T23:05:27.000-05:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000000393,Y,SUCCESS,3
402,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-24T20:25:09.000-06:00,Sam Phillips,Canada,Montreal,ChicSpaceFurnishings.com,CODE000000000402,Y,SUCCESS,3
448,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-16T05:14:47.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000448,Y,SUCCESS,3
455,11,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-06-02T20:16:50.000-05:00,Karen Young,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000455,N,Insufficient Funds,3
470,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-01T00:13:53.000-06:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000000470,N,Insufficient Funds,3
482,6,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-25T00:37:08.000-05:00,Frank Wilson,Canada,Calgary,HomeHavenFurniture.com,CODE000000000482,N,Network Error,3
483,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-05-05T17:44:43.000-05:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000483,N,Network Error,3
492,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-23T17:07:02.000-05:00,Rachel Evans,Germany,Munich,CozyCornerDecor.com,CODE000000000492,Y,SUCCESS,3
515,3,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-05T00:29:28.000-06:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000515,Y,SUCCESS,3
551,2,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-15T05:30:23.000-06:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000551,N,Insufficient Funds,21
578,15,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-01T13:13:24.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000578,N,Network Error,3
611,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-01-06T16:03:41.000-06:00,Alice Johnson,USA,Phoenix,CozyCornerDecor.com,CODE000000000611,Y,SUCCESS,3
23,1,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-12T20:37:32.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000023,Y,SUCCESS,3
36,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-25T18:11:41.000-06:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000036,Y,SUCCESS,3
45,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-07T19:13:28.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000045,Y,SUCCESS,3
47,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-01-10T05:11:17.000-06:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000047,Y,SUCCESS,21
64,18,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-02T16:28:18.000-05:00,Rachel Evans,Germany,Munich,CozyCornerDecor.com,CODE000000000064,Y,SUCCESS,3
68,18,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-02-21T13:31:04.000-06:00,Rachel Evans,Germany,Munich,StyleNestFurniture.com,CODE000000000068,N,Insufficient Funds,3
86,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-07T01:02:49.000-05:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000086,N,Network Error,3
95,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-11-09T19:19:51.000-06:00,Mona Hall,Germany,Berlin,CozyCornerDecor.com,CODE000000000095,N,Insufficient Funds,21
107,6,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-20T20:17:11.000-05:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000000107,Y,SUCCESS,3
133,18,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-05-29T11:08:29.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000133,Y,SUCCESS,3
163,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-10T21:56:05.000-06:00,Daniel Brown,Australia,Melbourne,CozyCornerDecor.com,CODE000000000163,Y,SUCCESS,3
217,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-08T03:53:17.000-05:00,Olivia Scott,Canada,Calgary,HomeHavenFurniture.com,CODE000000000217,Y,SUCCESS,3
290,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-03-10T08:41:26.000-05:00,Mona Hall,Germany,Berlin,TimelessHomeStyles.com,CODE000000000290,Y,SUCCESS,21
310,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-11-06T17:29:31.000-06:00,Olivia Scott,Canada,Calgary,HomeHavenFurniture.com,CODE000000000310,N,Network Error,3
343,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-13T19:30:35.000-06:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000343,N,Insufficient Funds,3
363,16,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-03-31T15:36:37.000-05:00,Peter Adams,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000363,Y,SUCCESS,3
396,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-20T05:23:50.000-05:00,Olivia Scott,Canada,Calgary,CozyCornerDecor.com,CODE000000000396,Y,SUCCESS,3
421,2,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-05-27T09:16:29.000-05:00,Bob Smith,USA,Los Angeles,HomeHavenFurniture.com,CODE000000000421,Y,SUCCESS,21
449,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-05-28T06:49:54.000-05:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000449,Y,SUCCESS,3
458,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-10T21:25:05.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000458,Y,SUCCESS,3
469,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-08-01T12:55:16.000-05:00,Olivia Scott,Canada,Calgary,HomeHavenFurniture.com,CODE000000000469,Y,SUCCESS,3
488,10,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-02-24T03:14:51.000-06:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000488,Y,SUCCESS,3
491,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-03T18:56:31.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000491,N,Network Error,3
504,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-18T08:41:12.000-05:00,Eva Garcia,Germany,Cologne,CozyCornerDecor.com,CODE000000000504,N,Insufficient Funds,3
509,14,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-04T08:03:59.000-05:00,Nathan King,Canada,Calgary,TimelessHomeStyles.com,CODE000000000509,Y,SUCCESS,3
514,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-03-11T22:59:52.000-06:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000514,N,Network Error,3
570,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-23T10:08:43.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000570,Y,SUCCESS,3
572,10,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-08-04T02:20:41.000-05:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000572,N,Network Error,3
615,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-01T20:26:22.000-06:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000615,N,Insufficient Funds,3
10,1,17,Kids Bunk Bed,Kids Furniture,249.99,2021-01-12T06:34:33.000-06:00,Alice Johnson,USA,Phoenix,HomeHavenFurniture.com,CODE000000000010,Y,SUCCESS,3
46,11,17,Kids Bunk Bed,Kids Furniture,249.99,2021-11-04T14:47:59.000-05:00,Karen Young,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000046,Y,SUCCESS,3
71,7,17,Kids Bunk Bed,Kids Furniture,249.99,2021-07-19T15:33:47.000-05:00,Grace Thompson,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000071,N,Insufficient Funds,3
89,5,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-06T20:24:57.000-05:00,Eva Garcia,Germany,Cologne,StyleNestFurniture.com,CODE000000000089,N,Network Error,3
115,19,17,Kids Bunk Bed,Kids Furniture,249.99,2020-12-04T07:13:00.000-06:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000115,N,Network Error,3
155,16,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-09T02:45:40.000-06:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000155,Y,SUCCESS,3
169,20,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-18T13:59:29.000-05:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000169,N,Network Error,21
207,17,17,Kids Bunk Bed,Kids Furniture,249.99,2021-01-18T01:37:03.000-06:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000207,Y,SUCCESS,3
245,7,17,Kids Bunk Bed,Kids Furniture,249.99,2021-11-04T01:27:49.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000245,Y,SUCCESS,3
