order_id,customer_id,product_id,product_name,product_category,price,random_timestamp,customer_name,country,city,unique_code
291,5,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-03-28T18:00:00.000-05:00,Eva Garcia,Germany,Cologne,CODE291
356,16,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-11-20T13:54:16.000-06:00,Peter Adams,Australia,Perth,CODE356
379,17,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-10-02T17:27:48.000-05:00,Quinn Baker,Australia,Perth,CODE379
409,17,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-08-29T18:44:48.000-05:00,Quinn Baker,Australia,Perth,CODE409
435,14,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-01-26T04:07:45.000-06:00,Nathan King,Canada,Calgary,CODE435
450,6,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-11-15T04:01:07.000-06:00,Frank Wilson,Canada,Calgary,CODE450
451,2,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-10-09T17:32:22.000-05:00,Bob Smith,USA,Los Angeles,CODE451
476,11,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-11-12T06:27:33.000-06:00,Karen Young,Germany,Frankfurt,CODE476
506,12,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-06-25T13:46:04.000-05:00,Liam Walker,Australia,Adelaide,CODE506
556,16,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-08-13T13:55:55.000-05:00,Peter Adams,Australia,Perth,CODE556
558,20,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-06-11T02:09:24.000-05:00,Tina Rodriguez,USA,Chicago,CODE558
589,5,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-01-12T19:55:34.000-06:00,Eva Garcia,Germany,Cologne,CODE589
11,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-02T18:14:24.000-05:00,Mona Hall,Germany,Berlin,CODE011
21,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-04-28T21:03:38.000-05:00,Catherine Lee,Canada,Toronto,CODE021
29,20,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-04-24T19:22:38.000-05:00,Tina Rodriguez,USA,Chicago,CODE029
49,12,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-30T09:02:25.000-05:00,Liam Walker,Australia,Adelaide,CODE049
63,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-07T19:56:39.000-05:00,Grace Thompson,Germany,Frankfurt,CODE063
74,18,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-21T03:50:28.000-06:00,Rachel Evans,Germany,Munich,CODE074
79,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-06-11T03:47:08.000-05:00,Mona Hall,Germany,Berlin,CODE079
91,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-30T09:57:56.000-06:00,Daniel Brown,Australia,Melbourne,CODE091
92,6,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-01T04:51:48.000-05:00,Frank Wilson,Canada,Calgary,CODE092
97,10,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-21T13:19:55.000-05:00,Jack Lewis,Australia,Perth,CODE097
109,11,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-04-28T14:42:11.000-05:00,Karen Young,Germany,Frankfurt,CODE109
113,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-13T01:02:20.000-05:00,Catherine Lee,Canada,Toronto,CODE113
131,18,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-23T10:22:40.000-05:00,Rachel Evans,Germany,Munich,CODE131
162,9,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-28T09:57:08.000-05:00,Ivy Clark,Australia,Melbourne,CODE162
205,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-15T21:31:18.000-06:00,Nathan King,Canada,Calgary,CODE205
211,10,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-11T23:48:03.000-05:00,Jack Lewis,Australia,Perth,CODE211
220,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-31T18:32:40.000-05:00,Grace Thompson,Germany,Frankfurt,CODE220
227,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-25T12:38:56.000-05:00,Quinn Baker,Australia,Perth,CODE227
232,19,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-09T00:51:16.000-06:00,Sam Phillips,Canada,Montreal,CODE232
280,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-14T09:42:55.000-05:00,Olivia Scott,Canada,Calgary,CODE280
342,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-02-07T23:45:50.000-06:00,Peter Adams,Australia,Perth,CODE342
350,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-06-25T12:04:26.000-05:00,Peter Adams,Australia,Perth,CODE350
374,16,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-30T20:10:53.000-06:00,Peter Adams,Australia,Perth,CODE374
401,9,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-15T00:00:45.000-06:00,Ivy Clark,Australia,Melbourne,CODE401
463,2,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-26T02:44:48.000-05:00,Bob Smith,USA,Los Angeles,CODE463
464,19,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-05T02:23:49.000-05:00,Sam Phillips,Canada,Montreal,CODE464
470,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-11T13:29:49.000-06:00,Daniel Brown,Australia,Melbourne,CODE470
471,9,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-18T14:57:09.000-06:00,Ivy Clark,Australia,Melbourne,CODE471
482,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-29T10:28:29.000-06:00,Grace Thompson,Germany,Frankfurt,CODE482
483,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-05-25T08:55:09.000-05:00,Catherine Lee,Canada,Toronto,CODE483
529,20,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-21T09:52:22.000-05:00,Tina Rodriguez,USA,Chicago,CODE529
544,5,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-02-23T20:34:52.000-06:00,Eva Garcia,Germany,Cologne,CODE544
567,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-17T22:09:32.000-06:00,Mona Hall,Germany,Berlin,CODE567
576,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-07-01T04:34:21.000-05:00,Catherine Lee,Canada,Toronto,CODE576
588,10,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-29T12:10:43.000-05:00,Jack Lewis,Australia,Perth,CODE588
614,2,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-03T15:40:50.000-05:00,Bob Smith,USA,Los Angeles,CODE614
623,20,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-05-08T05:22:39.000-05:00,Tina Rodriguez,USA,Chicago,CODE623
12,16,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-05-30T08:05:49.000-05:00,Peter Adams,Australia,Perth,CODE012
15,2,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-08T10:09:49.000-05:00,Bob Smith,USA,Los Angeles,CODE015
24,12,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-06-03T08:49:19.000-05:00,Liam Walker,Australia,Adelaide,CODE024
37,16,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-21T02:57:04.000-06:00,Peter Adams,Australia,Perth,CODE037
58,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-07-07T17:30:39.000-05:00,Jack Lewis,Australia,Perth,CODE058
82,16,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-05T13:31:03.000-05:00,Peter Adams,Australia,Perth,CODE082
103,20,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-28T22:57:33.000-05:00,Tina Rodriguez,USA,Chicago,CODE103
114,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-08T10:35:56.000-05:00,Harry Martinez,Canada,Vancouver,CODE114
115,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-26T23:35:33.000-05:00,Sam Phillips,Canada,Montreal,CODE115
119,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-05-26T22:13:01.000-05:00,Alice Johnson,USA,Phoenix,CODE119
142,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-13T03:54:52.000-06:00,Grace Thompson,Germany,Frankfurt,CODE142
184,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-18T00:58:41.000-06:00,Rachel Evans,Germany,Munich,CODE184
187,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-26T01:06:21.000-05:00,Sam Phillips,Canada,Montreal,CODE187
241,9,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-08-14T04:47:03.000-05:00,Ivy Clark,Australia,Melbourne,CODE241
282,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-06-22T20:17:05.000-05:00,Harry Martinez,Canada,Vancouver,CODE282
318,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-05-31T22:46:42.000-05:00,Rachel Evans,Germany,Munich,CODE318
353,14,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-28T16:07:13.000-05:00,Nathan King,Canada,Calgary,CODE353
413,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-18T20:59:34.000-05:00,Jack Lewis,Australia,Perth,CODE413
487,20,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-01T08:17:09.000-05:00,Tina Rodriguez,USA,Chicago,CODE487
549,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-17T10:39:10.000-06:00,Eva Garcia,Germany,Cologne,CODE549
551,17,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-30T11:18:30.000-05:00,Quinn Baker,Australia,Perth,CODE551
574,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-10T16:58:46.000-06:00,Alice Johnson,USA,Phoenix,CODE574
575,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-18T20:50:55.000-06:00,Eva Garcia,Germany,Cologne,CODE575
615,16,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-07-12T16:59:00.000-05:00,Peter Adams,Australia,Perth,CODE615
616,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-25T23:02:45.000-05:00,Grace Thompson,Germany,Frankfurt,CODE616
23,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-18T13:37:44.000-06:00,Olivia Scott,Canada,Calgary,CODE023
89,19,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-01-02T11:26:57.000-06:00,Sam Phillips,Canada,Montreal,CODE089
93,12,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-01-05T19:58:01.000-06:00,Liam Walker,Australia,Adelaide,CODE093
110,6,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-01-25T19:15:57.000-06:00,Frank Wilson,Canada,Calgary,CODE110
163,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-28T04:27:13.000-05:00,Eva Garcia,Germany,Cologne,CODE163
167,12,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-03T22:24:00.000-05:00,Liam Walker,Australia,Adelaide,CODE167
206,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-27T11:41:54.000-06:00,Catherine Lee,Canada,Toronto,CODE206
209,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-04T19:49:06.000-05:00,Eva Garcia,Germany,Cologne,CODE209
230,19,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-29T06:53:23.000-06:00,Sam Phillips,Canada,Montreal,CODE230
246,20,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-11-12T15:08:58.000-06:00,Tina Rodriguez,USA,Chicago,CODE246
286,1,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-04-24T21:38:53.000-05:00,Alice Johnson,USA,Phoenix,CODE286
320,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-01-19T20:21:57.000-06:00,Daniel Brown,Australia,Melbourne,CODE320
327,19,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-21T10:12:47.000-06:00,Sam Phillips,Canada,Montreal,CODE327
328,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-19T14:57:28.000-05:00,Eva Garcia,Germany,Cologne,CODE328
349,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-02-07T23:34:52.000-06:00,Daniel Brown,Australia,Melbourne,CODE349
361,20,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-05T14:41:12.000-05:00,Tina Rodriguez,USA,Chicago,CODE361
370,14,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-25T20:34:16.000-06:00,Nathan King,Canada,Calgary,CODE370
373,19,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-09-27T23:58:37.000-05:00,Sam Phillips,Canada,Montreal,CODE373
385,7,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-03-17T18:14:11.000-05:00,Grace Thompson,Germany,Frankfurt,CODE385
405,16,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-03-12T15:32:58.000-05:00,Peter Adams,Australia,Perth,CODE405
425,17,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-19T13:16:32.000-06:00,Quinn Baker,Australia,Perth,CODE425
431,6,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-01-03T04:25:28.000-06:00,Frank Wilson,Canada,Calgary,CODE431
438,8,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-31T02:28:26.000-06:00,Harry Martinez,Canada,Vancouver,CODE438
480,9,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-08-16T06:35:36.000-05:00,Ivy Clark,Australia,Melbourne,CODE480
500,2,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-03-11T21:32:29.000-05:00,Bob Smith,USA,Los Angeles,CODE500
502,1,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-18T04:00:46.000-06:00,Alice Johnson,USA,Phoenix,CODE502
552,16,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-04-23T09:19:36.000-05:00,Peter Adams,Australia,Perth,CODE552
617,10,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-09T04:38:35.000-06:00,Jack Lewis,Australia,Perth,CODE617
622,2,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-03-27T12:10:04.000-05:00,Bob Smith,USA,Los Angeles,CODE622
56,12,17,Kids Bunk Bed,Kids Furniture,249.99,2021-02-15T02:31:28.000-06:00,Liam Walker,Australia,Adelaide,CODE056
137,1,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-27T20:38:53.000-05:00,Alice Johnson,USA,Phoenix,CODE137
147,9,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-11T12:50:37.000-05:00,Ivy Clark,Australia,Melbourne,CODE147
150,20,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-24T14:53:38.000-05:00,Tina Rodriguez,USA,Chicago,CODE150
181,12,17,Kids Bunk Bed,Kids Furniture,249.99,2020-11-08T09:01:45.000-06:00,Liam Walker,Australia,Adelaide,CODE181
196,9,17,Kids Bunk Bed,Kids Furniture,249.99,2020-08-27T16:18:58.000-05:00,Ivy Clark,Australia,Melbourne,CODE196
213,15,17,Kids Bunk Bed,Kids Furniture,249.99,2021-10-07T16:03:45.000-05:00,Olivia Scott,Canada,Calgary,CODE213
229,10,17,Kids Bunk Bed,Kids Furniture,249.99,2021-07-11T00:15:27.000-05:00,Jack Lewis,Australia,Perth,CODE229
253,7,17,Kids Bunk Bed,Kids Furniture,249.99,2021-09-14T16:00:20.000-05:00,Grace Thompson,Germany,Frankfurt,CODE253
281,10,17,Kids Bunk Bed,Kids Furniture,249.99,2020-09-14T06:54:08.000-05:00,Jack Lewis,Australia,Perth,CODE281
292,6,17,Kids Bunk Bed,Kids Furniture,249.99,2020-09-27T19:16:00.000-05:00,Frank Wilson,Canada,Calgary,CODE292
319,16,17,Kids Bunk Bed,Kids Furniture,249.99,2021-08-20T20:22:51.000-05:00,Peter Adams,Australia,Perth,CODE319
330,19,17,Kids Bunk Bed,Kids Furniture,249.99,2021-11-11T10:51:39.000-06:00,Sam Phillips,Canada,Montreal,CODE330
344,17,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-12T20:35:14.000-06:00,Quinn Baker,Australia,Perth,CODE344
348,18,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-09T13:16:10.000-05:00,Rachel Evans,Germany,Munich,CODE348
352,9,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-07T06:02:39.000-05:00,Ivy Clark,Australia,Melbourne,CODE352
368,12,17,Kids Bunk Bed,Kids Furniture,249.99,2020-10-09T05:44:19.000-05:00,Liam Walker,Australia,Adelaide,CODE368
398,18,17,Kids Bunk Bed,Kids Furniture,249.99,2020-02-23T16:20:16.000-06:00,Rachel Evans,Germany,Munich,CODE398
440,8,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-01T09:02:00.000-05:00,Harry Martinez,Canada,Vancouver,CODE440
479,8,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-02T06:27:05.000-06:00,Harry Martinez,Canada,Vancouver,CODE479
495,20,17,Kids Bunk Bed,Kids Furniture,249.99,2021-05-04T15:27:04.000-05:00,Tina Rodriguez,USA,Chicago,CODE495
514,8,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-18T09:13:29.000-05:00,Harry Martinez,Canada,Vancouver,CODE514
533,17,17,Kids Bunk Bed,Kids Furniture,249.99,2021-03-31T07:39:10.000-05:00,Quinn Baker,Australia,Perth,CODE533
550,18,17,Kids Bunk Bed,Kids Furniture,249.99,2021-03-09T07:02:48.000-06:00,Rachel Evans,Germany,Munich,CODE550
554,17,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-14T20:34:12.000-05:00,Quinn Baker,Australia,Perth,CODE554
598,12,17,Kids Bunk Bed,Kids Furniture,249.99,2020-04-19T05:28:23.000-05:00,Liam Walker,Australia,Adelaide,CODE598
618,3,17,Kids Bunk Bed,Kids Furniture,249.99,2021-07-27T20:07:27.000-05:00,Catherine Lee,Canada,Toronto,CODE618
26,11,5,Oak Dining Table,Dining Room Furniture,399.99,2021-07-21T09:30:51.000-05:00,Karen Young,Germany,Frankfurt,CODE026
38,6,5,Oak Dining Table,Dining Room Furniture,399.99,2021-04-04T03:17:23.000-05:00,Frank Wilson,Canada,Calgary,CODE038
42,19,5,Oak Dining Table,Dining Room Furniture,399.99,2021-03-11T20:34:03.000-06:00,Sam Phillips,Canada,Montreal,CODE042
45,7,5,Oak Dining Table,Dining Room Furniture,399.99,2020-05-16T06:42:01.000-05:00,Grace Thompson,Germany,Frankfurt,CODE045
51,13,5,Oak Dining Table,Dining Room Furniture,399.99,2020-04-24T05:58:04.000-05:00,Mona Hall,Germany,Berlin,CODE051
64,8,5,Oak Dining Table,Dining Room Furniture,399.99,2021-03-11T14:57:25.000-06:00,Harry Martinez,Canada,Vancouver,CODE064
94,14,5,Oak Dining Table,Dining Room Furniture,399.99,2021-02-19T07:24:39.000-06:00,Nathan King,Canada,Calgary,CODE094
108,16,5,Oak Dining Table,Dining Room Furniture,399.99,2021-07-21T15:56:55.000-05:00,Peter Adams,Australia,Perth,CODE108
145,5,5,Oak Dining Table,Dining Room Furniture,399.99,2020-04-29T17:20:36.000-05:00,Eva Garcia,Germany,Cologne,CODE145
164,12,5,Oak Dining Table,Dining Room Furniture,399.99,2021-08-18T19:06:30.000-05:00,Liam Walker,Australia,Adelaide,CODE164
168,5,5,Oak Dining Table,Dining Room Furniture,399.99,2020-10-27T02:55:48.000-05:00,Eva Garcia,Germany,Cologne,CODE168
190,14,5,Oak Dining Table,Dining Room Furniture,399.99,2021-05-01T06:34:32.000-05:00,Nathan King,Canada,Calgary,CODE190
195,2,5,Oak Dining Table,Dining Room Furniture,399.99,2020-04-18T14:06:39.000-05:00,Bob Smith,USA,Los Angeles,CODE195
235,16,5,Oak Dining Table,Dining Room Furniture,399.99,2021-05-26T22:51:20.000-05:00,Peter Adams,Australia,Perth,CODE235
244,13,5,Oak Dining Table,Dining Room Furniture,399.99,2020-07-16T10:23:50.000-05:00,Mona Hall,Germany,Berlin,CODE244
247,6,5,Oak Dining Table,Dining Room Furniture,399.99,2020-03-01T07:24:08.000-06:00,Frank Wilson,Canada,Calgary,CODE247
261,9,5,Oak Dining Table,Dining Room Furniture,399.99,2021-12-06T04:08:50.000-06:00,Ivy Clark,Australia,Melbourne,CODE261
266,3,5,Oak Dining Table,Dining Room Furniture,399.99,2021-10-24T11:33:03.000-05:00,Catherine Lee,Canada,Toronto,CODE266
270,16,5,Oak Dining Table,Dining Room Furniture,399.99,2021-11-24T06:08:56.000-06:00,Peter Adams,Australia,Perth,CODE270
272,15,5,Oak Dining Table,Dining Room Furniture,399.99,2020-10-27T16:23:53.000-05:00,Olivia Scott,Canada,Calgary,CODE272
287,20,5,Oak Dining Table,Dining Room Furniture,399.99,2021-01-26T00:20:39.000-06:00,Tina Rodriguez,USA,Chicago,CODE287
316,20,5,Oak Dining Table,Dining Room Furniture,399.99,2020-04-21T00:22:13.000-05:00,Tina Rodriguez,USA,Chicago,CODE316
317,4,5,Oak Dining Table,Dining Room Furniture,399.99,2021-01-05T06:09:41.000-06:00,Daniel Brown,Australia,Melbourne,CODE317
341,12,5,Oak Dining Table,Dining Room Furniture,399.99,2021-05-12T21:11:34.000-05:00,Liam Walker,Australia,Adelaide,CODE341
345,17,5,Oak Dining Table,Dining Room Furniture,399.99,2020-11-19T14:47:10.000-06:00,Quinn Baker,Australia,Perth,CODE345
362,20,5,Oak Dining Table,Dining Room Furniture,399.99,2021-05-26T21:03:25.000-05:00,Tina Rodriguez,USA,Chicago,CODE362
366,15,5,Oak Dining Table,Dining Room Furniture,399.99,2020-01-11T12:20:47.000-06:00,Olivia Scott,Canada,Calgary,CODE366
388,8,5,Oak Dining Table,Dining Room Furniture,399.99,2021-10-08T22:51:23.000-05:00,Harry Martinez,Canada,Vancouver,CODE388
397,1,5,Oak Dining Table,Dining Room Furniture,399.99,2020-11-06T17:55:42.000-06:00,Alice Johnson,USA,Phoenix,CODE397
403,12,5,Oak Dining Table,Dining Room Furniture,399.99,2021-10-24T18:55:21.000-05:00,Liam Walker,Australia,Adelaide,CODE403
420,16,5,Oak Dining Table,Dining Room Furniture,399.99,2021-03-16T01:05:31.000-05:00,Peter Adams,Australia,Perth,CODE420
427,9,5,Oak Dining Table,Dining Room Furniture,399.99,2021-11-10T22:31:35.000-06:00,Ivy Clark,Australia,Melbourne,CODE427
428,6,5,Oak Dining Table,Dining Room Furniture,399.99,2021-08-06T10:46:46.000-05:00,Frank Wilson,Canada,Calgary,CODE428
443,13,5,Oak Dining Table,Dining Room Furniture,399.99,2021-01-18T09:05:22.000-06:00,Mona Hall,Germany,Berlin,CODE443
445,20,5,Oak Dining Table,Dining Room Furniture,399.99,2021-03-20T10:22:05.000-05:00,Tina Rodriguez,USA,Chicago,CODE445
454,8,5,Oak Dining Table,Dining Room Furniture,399.99,2021-04-04T22:47:20.000-05:00,Harry Martinez,Canada,Vancouver,CODE454
496,3,5,Oak Dining Table,Dining Room Furniture,399.99,2021-09-05T15:32:23.000-05:00,Catherine Lee,Canada,Toronto,CODE496
579,19,5,Oak Dining Table,Dining Room Furniture,399.99,2021-09-20T16:12:26.000-05:00,Sam Phillips,Canada,Montreal,CODE579
592,15,5,Oak Dining Table,Dining Room Furniture,399.99,2021-02-10T01:43:24.000-06:00,Olivia Scott,Canada,Calgary,CODE592
10,10,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-06-05T20:41:36.000-05:00,Jack Lewis,Australia,Perth,CODE010
16,13,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-12-10T06:55:40.000-06:00,Mona Hall,Germany,Berlin,CODE016
28,8,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-10-26T01:11:44.000-05:00,Harry Martinez,Canada,Vancouver,CODE028
61,14,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-02-04T03:09:43.000-06:00,Nathan King,Canada,Calgary,CODE061
76,15,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-02-08T05:41:30.000-06:00,Olivia Scott,Canada,Calgary,CODE076
83,4,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-07-18T12:16:01.000-05:00,Daniel Brown,Australia,Melbourne,CODE083
90,3,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-08-08T19:56:18.000-05:00,Catherine Lee,Canada,Toronto,CODE090
104,14,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-10-14T21:37:13.000-05:00,Nathan King,Canada,Calgary,CODE104
124,5,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-09-26T11:51:24.000-05:00,Eva Garcia,Germany,Cologne,CODE124
143,18,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-01-02T17:15:14.000-06:00,Rachel Evans,Germany,Munich,CODE143
169,19,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-11-24T11:22:38.000-06:00,Sam Phillips,Canada,Montreal,CODE169
