order_id,customer_id,product_id,product_name,product_category,price,random_timestamp,customer_name,country,city,payment_txn_id
264,17,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-12-16T23:23:31.000-06:00,Quinn Baker,Australia,Perth,CODE000000000264
280,7,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-10-15T05:26:29.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000280
282,13,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-11-10T04:39:46.000-06:00,Mona Hall,Germany,Berlin,CODE000000000282
303,19,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-01-15T18:33:34.000-06:00,Sam Phillips,Canada,Montreal,CODE000000000303
306,4,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-12-24T06:07:12.000-06:00,Daniel Brown,Australia,Melbourne,CODE000000000306
333,12,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-07-23T04:53:42.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000333
352,20,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-02-01T13:05:42.000-06:00,Tina Rodriguez,USA,Chicago,CODE000000000352
364,19,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-06-28T11:34:41.000-05:00,Sam Phillips,Canada,Montreal,CODE000000000364
409,6,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-06-19T01:17:50.000-05:00,Frank Wilson,Canada,Calgary,CODE000000000409
431,16,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-07-24T23:54:39.000-05:00,Peter Adams,Australia,Perth,CODE000000000431
434,14,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-01-11T13:05:05.000-06:00,Nathan King,Canada,Calgary,CODE000000000434
447,2,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-12-18T19:02:08.000-06:00,Bob Smith,USA,Los Angeles,CODE000000000447
469,1,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-11-01T08:11:36.000-06:00,Alice Johnson,USA,Phoenix,CODE000000000469
486,18,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-11-14T01:38:51.000-06:00,Rachel Evans,Germany,Munich,CODE000000000486
489,8,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-01-21T02:58:47.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000489
533,7,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-10-08T06:12:11.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000533
568,8,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-12-08T22:07:18.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000568
584,20,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-05-03T12:28:38.000-05:00,Tina Rodriguez,USA,Chicago,CODE000000000584
585,5,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-08-27T13:37:33.000-05:00,Eva Garcia,Germany,Cologne,CODE000000000585
605,2,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-01-25T03:19:48.000-06:00,Bob Smith,USA,Los Angeles,CODE000000000605
613,16,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-08-27T09:24:55.000-05:00,Peter Adams,Australia,Perth,CODE000000000613
623,1,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-09-11T07:43:52.000-05:00,Alice Johnson,USA,Phoenix,CODE000000000623
11,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-07T17:38:36.000-06:00,Catherine Lee,Canada,Toronto,CODE000000000011
64,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-14T11:21:42.000-05:00,Quinn Baker,Australia,Perth,CODE000000000064
90,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-09-08T17:29:48.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000090
125,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-26T02:23:44.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000125
155,2,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-17T23:35:53.000-06:00,Bob Smith,USA,Los Angeles,CODE000000000155
233,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-08T00:52:34.000-06:00,Quinn Baker,Australia,Perth,CODE000000000233
243,8,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-05T04:41:14.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000243
259,5,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-20T05:36:30.000-06:00,Eva Garcia,Germany,Cologne,CODE000000000259
283,3,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-03T02:54:12.000-06:00,Catherine Lee,Canada,Toronto,CODE000000000283
328,12,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-30T23:14:58.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000328
340,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-09-21T02:00:20.000-05:00,Olivia Scott,Canada,Calgary,CODE000000000340
367,4,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-10T11:47:13.000-05:00,Daniel Brown,Australia,Melbourne,CODE000000000367
398,6,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-05T11:47:41.000-05:00,Frank Wilson,Canada,Calgary,CODE000000000398
400,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-07-10T08:42:47.000-05:00,Quinn Baker,Australia,Perth,CODE000000000400
403,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-20T23:08:54.000-06:00,Grace Thompson,Germany,Frankfurt,CODE000000000403
411,9,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-01T06:46:42.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000411
425,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-18T09:35:11.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000425
427,6,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-01T17:03:19.000-05:00,Frank Wilson,Canada,Calgary,CODE000000000427
439,18,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-09-21T02:02:05.000-05:00,Rachel Evans,Germany,Munich,CODE000000000439
457,19,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-04-24T09:33:28.000-05:00,Sam Phillips,Canada,Montreal,CODE000000000457
460,8,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-07T03:29:38.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000460
487,10,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-04-08T04:57:39.000-05:00,Jack Lewis,Australia,Perth,CODE000000000487
514,11,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-09-02T12:25:00.000-05:00,Karen Young,Germany,Frankfurt,CODE000000000514
523,2,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-08-13T19:37:18.000-05:00,Bob Smith,USA,Los Angeles,CODE000000000523
528,12,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-08-26T18:26:39.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000528
531,15,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-28T03:08:03.000-05:00,Olivia Scott,Canada,Calgary,CODE000000000531
556,7,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-05-27T07:05:06.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000556
565,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-02T16:14:40.000-05:00,Quinn Baker,Australia,Perth,CODE000000000565
599,8,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-17T15:31:55.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000599
607,14,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-07-24T01:19:31.000-05:00,Nathan King,Canada,Calgary,CODE000000000607
24,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-30T16:06:06.000-05:00,Rachel Evans,Germany,Munich,CODE000000000024
68,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-29T05:34:02.000-05:00,Sam Phillips,Canada,Montreal,CODE000000000068
111,13,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-08-09T16:58:47.000-05:00,Mona Hall,Germany,Berlin,CODE000000000111
114,14,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-02T13:33:18.000-06:00,Nathan King,Canada,Calgary,CODE000000000114
144,9,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-21T22:31:36.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000144
168,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-14T23:17:27.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000168
175,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-06-04T03:59:37.000-05:00,Daniel Brown,Australia,Melbourne,CODE000000000175
197,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-07T06:17:47.000-05:00,Harry Martinez,Canada,Vancouver,CODE000000000197
205,7,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-13T06:55:32.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000205
218,17,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-13T01:49:04.000-05:00,Quinn Baker,Australia,Perth,CODE000000000218
220,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-27T06:26:11.000-05:00,Rachel Evans,Germany,Munich,CODE000000000220
226,14,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-05T05:16:26.000-06:00,Nathan King,Canada,Calgary,CODE000000000226
238,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-13T11:30:45.000-05:00,Jack Lewis,Australia,Perth,CODE000000000238
242,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-05-03T23:08:09.000-05:00,Sam Phillips,Canada,Montreal,CODE000000000242
244,20,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-10T13:42:56.000-05:00,Tina Rodriguez,USA,Chicago,CODE000000000244
251,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-10T19:46:59.000-05:00,Harry Martinez,Canada,Vancouver,CODE000000000251
304,19,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-02T12:21:54.000-05:00,Sam Phillips,Canada,Montreal,CODE000000000304
313,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-13T12:40:16.000-06:00,Eva Garcia,Germany,Cologne,CODE000000000313
316,3,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-07-13T22:05:20.000-05:00,Catherine Lee,Canada,Toronto,CODE000000000316
325,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-05T00:00:51.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000325
350,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-15T16:26:09.000-05:00,Daniel Brown,Australia,Melbourne,CODE000000000350
366,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-23T02:44:40.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000366
374,18,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-08-15T02:47:16.000-05:00,Rachel Evans,Germany,Munich,CODE000000000374
384,11,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-07-19T14:03:26.000-05:00,Karen Young,Germany,Frankfurt,CODE000000000384
443,4,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-13T04:27:25.000-06:00,Daniel Brown,Australia,Melbourne,CODE000000000443
461,11,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-03T17:39:16.000-06:00,Karen Young,Germany,Frankfurt,CODE000000000461
462,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-25T16:13:38.000-06:00,Eva Garcia,Germany,Cologne,CODE000000000462
467,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-01-02T13:29:32.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000467
477,2,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-03T01:13:55.000-05:00,Bob Smith,USA,Los Angeles,CODE000000000477
491,3,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-01T08:32:33.000-05:00,Catherine Lee,Canada,Toronto,CODE000000000491
501,17,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-07-09T17:44:50.000-05:00,Quinn Baker,Australia,Perth,CODE000000000501
534,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-03-03T21:52:54.000-06:00,Jack Lewis,Australia,Perth,CODE000000000534
538,8,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-14T02:38:36.000-05:00,Harry Martinez,Canada,Vancouver,CODE000000000538
576,9,6,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-13T06:40:48.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000576
583,10,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-01T10:48:49.000-06:00,Jack Lewis,Australia,Perth,CODE000000000583
614,5,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-19T21:28:58.000-06:00,Eva Garcia,Germany,Cologne,CODE000000000614
28,20,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-04-25T18:18:42.000-05:00,Tina Rodriguez,USA,Chicago,CODE000000000028
38,20,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-04T12:43:16.000-05:00,Tina Rodriguez,USA,Chicago,CODE000000000038
108,17,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-22T00:44:03.000-06:00,Quinn Baker,Australia,Perth,CODE000000000108
115,12,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-02-26T17:50:05.000-06:00,Liam Walker,Australia,Adelaide,CODE000000000115
126,10,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-05T19:31:34.000-06:00,Jack Lewis,Australia,Perth,CODE000000000126
163,18,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-04T13:48:19.000-05:00,Rachel Evans,Germany,Munich,CODE000000000163
170,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-12T04:35:13.000-05:00,Olivia Scott,Canada,Calgary,CODE000000000170
213,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-04-02T10:50:11.000-05:00,Catherine Lee,Canada,Toronto,CODE000000000213
227,17,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-23T03:17:01.000-06:00,Quinn Baker,Australia,Perth,CODE000000000227
228,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-11T16:46:35.000-05:00,Mona Hall,Germany,Berlin,CODE000000000228
231,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-11-01T00:33:48.000-05:00,Daniel Brown,Australia,Melbourne,CODE000000000231
254,1,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-04-02T11:33:03.000-05:00,Alice Johnson,USA,Phoenix,CODE000000000254
284,9,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-11T20:21:22.000-06:00,Ivy Clark,Australia,Melbourne,CODE000000000284
308,12,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-06T21:36:05.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000308
312,1,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-13T20:59:46.000-06:00,Alice Johnson,USA,Phoenix,CODE000000000312
315,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-08-11T18:13:48.000-05:00,Eva Garcia,Germany,Cologne,CODE000000000315
335,6,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-24T22:44:09.000-06:00,Frank Wilson,Canada,Calgary,CODE000000000335
348,9,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-06-30T10:48:21.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000348
389,8,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-09T08:52:35.000-05:00,Harry Martinez,Canada,Vancouver,CODE000000000389
402,1,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-05-19T22:10:28.000-05:00,Alice Johnson,USA,Phoenix,CODE000000000402
415,15,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-09-13T05:01:57.000-05:00,Olivia Scott,Canada,Calgary,CODE000000000415
468,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-08-06T02:19:30.000-05:00,Daniel Brown,Australia,Melbourne,CODE000000000468
479,6,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-23T08:03:29.000-05:00,Frank Wilson,Canada,Calgary,CODE000000000479
496,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-05-01T13:57:26.000-05:00,Daniel Brown,Australia,Melbourne,CODE000000000496
521,4,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-28T12:47:10.000-06:00,Daniel Brown,Australia,Melbourne,CODE000000000521
544,19,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-11-20T17:44:36.000-06:00,Sam Phillips,Canada,Montreal,CODE000000000544
546,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-27T19:55:11.000-05:00,Eva Garcia,Germany,Cologne,CODE000000000546
549,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-03-01T06:27:37.000-06:00,Catherine Lee,Canada,Toronto,CODE000000000549
559,17,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-24T19:52:08.000-06:00,Quinn Baker,Australia,Perth,CODE000000000559
570,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-07-20T04:01:33.000-05:00,Catherine Lee,Canada,Toronto,CODE000000000570
578,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-06-09T19:28:12.000-05:00,Mona Hall,Germany,Berlin,CODE000000000578
598,5,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-07-16T21:19:27.000-05:00,Eva Garcia,Germany,Cologne,CODE000000000598
611,13,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-02-17T14:20:22.000-06:00,Mona Hall,Germany,Berlin,CODE000000000611
7,3,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-24T04:29:48.000-06:00,Catherine Lee,Canada,Toronto,CODE000000000007
58,12,17,Kids Bunk Bed,Kids Furniture,249.99,2021-03-11T05:43:41.000-06:00,Liam Walker,Australia,Adelaide,CODE000000000058
71,8,17,Kids Bunk Bed,Kids Furniture,249.99,2020-02-06T05:23:35.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000071
137,6,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-25T23:23:18.000-05:00,Frank Wilson,Canada,Calgary,CODE000000000137
171,7,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-23T20:53:33.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000171
183,9,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-18T17:48:03.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000183
194,4,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-27T21:04:24.000-05:00,Daniel Brown,Australia,Melbourne,CODE000000000194
207,5,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-11T22:55:20.000-05:00,Eva Garcia,Germany,Cologne,CODE000000000207
256,15,17,Kids Bunk Bed,Kids Furniture,249.99,2021-01-11T06:39:00.000-06:00,Olivia Scott,Canada,Calgary,CODE000000000256
257,5,17,Kids Bunk Bed,Kids Furniture,249.99,2020-11-29T20:17:04.000-06:00,Eva Garcia,Germany,Cologne,CODE000000000257
292,6,17,Kids Bunk Bed,Kids Furniture,249.99,2020-04-13T23:02:50.000-05:00,Frank Wilson,Canada,Calgary,CODE000000000292
319,17,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-30T16:29:40.000-05:00,Quinn Baker,Australia,Perth,CODE000000000319
329,9,17,Kids Bunk Bed,Kids Furniture,249.99,2021-08-15T08:19:33.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000329
331,12,17,Kids Bunk Bed,Kids Furniture,249.99,2021-08-05T10:16:08.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000331
346,16,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-05T15:29:49.000-05:00,Peter Adams,Australia,Perth,CODE000000000346
412,9,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-30T16:11:01.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000412
416,4,17,Kids Bunk Bed,Kids Furniture,249.99,2021-12-24T01:49:08.000-06:00,Daniel Brown,Australia,Melbourne,CODE000000000416
423,1,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-02T03:20:06.000-05:00,Alice Johnson,USA,Phoenix,CODE000000000423
440,9,17,Kids Bunk Bed,Kids Furniture,249.99,2020-03-30T08:37:12.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000440
450,16,17,Kids Bunk Bed,Kids Furniture,249.99,2021-09-03T00:26:24.000-05:00,Peter Adams,Australia,Perth,CODE000000000450
456,12,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-10T22:39:06.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000456
472,13,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-23T13:27:18.000-05:00,Mona Hall,Germany,Berlin,CODE000000000472
476,5,17,Kids Bunk Bed,Kids Furniture,249.99,2020-04-25T06:45:02.000-05:00,Eva Garcia,Germany,Cologne,CODE000000000476
507,1,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-25T08:07:59.000-05:00,Alice Johnson,USA,Phoenix,CODE000000000507
536,5,17,Kids Bunk Bed,Kids Furniture,249.99,2021-10-16T18:07:00.000-05:00,Eva Garcia,Germany,Cologne,CODE000000000536
545,15,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-28T16:15:42.000-05:00,Olivia Scott,Canada,Calgary,CODE000000000545
547,15,17,Kids Bunk Bed,Kids Furniture,249.99,2020-04-22T07:36:46.000-05:00,Olivia Scott,Canada,Calgary,CODE000000000547
567,10,17,Kids Bunk Bed,Kids Furniture,249.99,2020-01-12T09:28:03.000-06:00,Jack Lewis,Australia,Perth,CODE000000000567
601,17,17,Kids Bunk Bed,Kids Furniture,249.99,2021-12-31T00:23:30.000-06:00,Quinn Baker,Australia,Perth,CODE000000000601
609,1,17,Kids Bunk Bed,Kids Furniture,249.99,2021-11-08T05:01:43.000-06:00,Alice Johnson,USA,Phoenix,CODE000000000609
610,17,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-06T23:41:21.000-05:00,Quinn Baker,Australia,Perth,CODE000000000610
61,12,5,Oak Dining Table,Dining Room Furniture,399.99,2020-10-02T03:53:16.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000061
78,16,5,Oak Dining Table,Dining Room Furniture,399.99,2021-02-20T16:37:52.000-06:00,Peter Adams,Australia,Perth,CODE000000000078
83,5,5,Oak Dining Table,Dining Room Furniture,399.99,2020-12-04T22:31:44.000-06:00,Eva Garcia,Germany,Cologne,CODE000000000083
94,7,5,Oak Dining Table,Dining Room Furniture,399.99,2021-04-30T11:04:54.000-05:00,Grace Thompson,Germany,Frankfurt,CODE000000000094
102,2,5,Oak Dining Table,Dining Room Furniture,399.99,2021-01-28T08:58:52.000-06:00,Bob Smith,USA,Los Angeles,CODE000000000102
136,16,5,Oak Dining Table,Dining Room Furniture,399.99,2021-09-06T05:58:08.000-05:00,Peter Adams,Australia,Perth,CODE000000000136
158,12,5,Oak Dining Table,Dining Room Furniture,399.99,2020-11-11T02:52:43.000-06:00,Liam Walker,Australia,Adelaide,CODE000000000158
160,15,5,Oak Dining Table,Dining Room Furniture,399.99,2020-10-09T04:02:59.000-05:00,Olivia Scott,Canada,Calgary,CODE000000000160
178,17,5,Oak Dining Table,Dining Room Furniture,399.99,2020-02-15T19:04:59.000-06:00,Quinn Baker,Australia,Perth,CODE000000000178
186,12,5,Oak Dining Table,Dining Room Furniture,399.99,2020-09-04T07:13:40.000-05:00,Liam Walker,Australia,Adelaide,CODE000000000186
193,11,5,Oak Dining Table,Dining Room Furniture,399.99,2021-09-21T11:20:12.000-05:00,Karen Young,Germany,Frankfurt,CODE000000000193
202,18,5,Oak Dining Table,Dining Room Furniture,399.99,2021-12-18T22:22:26.000-06:00,Rachel Evans,Germany,Munich,CODE000000000202
241,8,5,Oak Dining Table,Dining Room Furniture,399.99,2020-12-10T07:27:32.000-06:00,Harry Martinez,Canada,Vancouver,CODE000000000241
247,1,5,Oak Dining Table,Dining Room Furniture,399.99,2021-01-20T19:31:45.000-06:00,Alice Johnson,USA,Phoenix,CODE000000000247
255,18,5,Oak Dining Table,Dining Room Furniture,399.99,2021-10-14T02:41:45.000-05:00,Rachel Evans,Germany,Munich,CODE000000000255
281,13,5,Oak Dining Table,Dining Room Furniture,399.99,2021-08-18T20:01:48.000-05:00,Mona Hall,Germany,Berlin,CODE000000000281
326,20,5,Oak Dining Table,Dining Room Furniture,399.99,2021-04-05T00:49:30.000-05:00,Tina Rodriguez,USA,Chicago,CODE000000000326
351,9,5,Oak Dining Table,Dining Room Furniture,399.99,2020-05-20T05:51:30.000-05:00,Ivy Clark,Australia,Melbourne,CODE000000000351
355,2,5,Oak Dining Table,Dining Room Furniture,399.99,2020-04-21T19:29:32.000-05:00,Bob Smith,USA,Los Angeles,CODE000000000355
359,7,5,Oak Dining Table,Dining Room Furniture,399.99,2020-12-24T09:36:23.000-06:00,Grace Thompson,Germany,Frankfurt,CODE000000000359
396,13,5,Oak Dining Table,Dining Room Furniture,399.99,2021-04-01T13:32:18.000-05:00,Mona Hall,Germany,Berlin,CODE000000000396
405,12,5,Oak Dining Table,Dining Room Furniture,399.99,2020-01-18T19:33:44.000-06:00,Liam Walker,Australia,Adelaide,CODE000000000405
