order_id,customer_id,product_id,product_name,product_category,price,datetime,customer_name,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason,qty,payment_type
76,11,12,Upholstered Bench,Entryway Furniture,99.99,2021-05-08T19:18:28.000-05:00,Karen Young,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000076,Y,SUCCESS,5,Internet Banking
77,10,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-05-05T07:41:24.000-05:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000000077,N,Insufficient Funds,5,Card
78,17,20,Standing Desk,Home Office Furniture,249.99,2021-02-03T08:03:04.000-06:00,Quinn Baker,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000078,Y,SUCCESS,5,Internet Banking
79,6,17,Kids Bunk Bed,Kids Furniture,249.99,2021-01-23T13:03:48.000-06:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000079,Y,SUCCESS,5,Card
80,6,8,Modular Bookcase,Home Office Furniture,199.99,2021-01-22T05:51:27.000-06:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000080,N,Insufficient Funds,5,UPI
81,2,5,Oak Dining Table,Dining Room Furniture,399.99,2021-03-21T04:21:16.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000081,N,Insufficient Funds,6,UPI
82,19,4,Recliner Chair,Living Room Furniture,249.99,2021-02-20T14:46:35.000-06:00,Sam Phillips,Canada,Montreal,CozyCornerDecor.com,CODE000000000082,Y,SUCCESS,5,Card
83,10,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-04-02T06:35:25.000-05:00,Jack Lewis,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000083,N,Network Error,5,Internet Banking
84,20,5,Oak Dining Table,Dining Room Furniture,399.99,2021-11-15T15:42:58.000-06:00,Tina Rodriguez,USA,Chicago,CozyCornerDecor.com,CODE000000000084,Y,SUCCESS,6,Internet Banking
85,7,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-06-26T11:15:07.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000085,Y,SUCCESS,5,Internet Banking
86,3,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-10-25T07:45:09.000-05:00,Catherine Lee,Canada,Toronto,HomeHavenFurniture.com,CODE000000000086,Y,SUCCESS,5,Internet Banking
87,5,20,Standing Desk,Home Office Furniture,249.99,2021-11-01T03:12:10.000-05:00,Eva Garcia,Germany,Cologne,StyleNestFurniture.com,CODE000000000087,N,Network Error,5,Internet Banking
88,19,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-03-01T22:19:49.000-06:00,Sam Phillips,Canada,Montreal,ChicSpaceFurnishings.com,CODE000000000088,N,Network Error,5,Internet Banking
89,20,14,TV Stand,Living Room Furniture,89.99,2020-09-12T09:30:32.000-05:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000000089,Y,SUCCESS,6,Internet Banking
90,7,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-05-29T15:39:04.000-05:00,Grace Thompson,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000090,Y,SUCCESS,5,Internet Banking
91,12,19,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-05-27T13:30:17.000-05:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000000091,Y,SUCCESS,5,Card
92,17,7,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-10T12:15:13.000-05:00,Quinn Baker,Australia,Perth,CozyCornerDecor.com,CODE000000000092,N,Network Error,5,Card
93,16,17,Kids Bunk Bed,Kids Furniture,249.99,2020-10-21T07:57:18.000-05:00,Peter Adams,Australia,Perth,CozyCornerDecor.com,CODE000000000093,Y,SUCCESS,5,Card
94,7,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-05-27T06:36:45.000-05:00,Grace Thompson,Germany,Frankfurt,HomeHavenFurniture.com,CODE000000000094,Y,SUCCESS,5,Internet Banking
95,7,16,Garden Lounge Chair,Outdoor Furniture,79.99,2020-12-13T18:52:10.000-06:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000095,N,Insufficient Funds,5,Internet Banking
96,17,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-04-07T14:26:09.000-05:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000096,N,Insufficient Funds,5,Internet Banking
97,16,13,Glass Console Table,Entryway Furniture,129.99,2021-05-17T23:39:39.000-05:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000097,Y,SUCCESS,5,Internet Banking
98,8,13,Glass Console Table,Entryway Furniture,129.99,2021-09-26T00:50:51.000-05:00,Harry Martinez,Canada,Vancouver,HomeHavenFurniture.com,CODE000000000098,N,Insufficient Funds,6,Internet Banking
99,9,9,Ergonomic Office Chair,Home Office Furniture,129.99,2020-09-26T03:24:46.000-05:00,Ivy Clark,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000099,N,Insufficient Funds,5,Card
100,2,15,Outdoor Patio Set,Outdoor Furniture,299.99,2021-06-22T15:29:42.000-05:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000100,Y,SUCCESS,6,Internet Banking
101,14,2,Memory Foam Mattress,Bedroom Furniture,199.99,2021-10-16T04:57:09.000-05:00,Nathan King,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000101,N,Insufficient Funds,5,Internet Banking
102,5,8,Modular Bookcase,Home Office Furniture,199.99,2020-11-01T03:15:28.000-06:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000102,N,Insufficient Funds,5,Internet Banking
103,14,16,Garden Lounge Chair,Outdoor Furniture,79.99,2020-01-08T11:20:12.000-06:00,Nathan King,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000103,Y,SUCCESS,5,Card
104,3,9,Ergonomic Office Chair,Home Office Furniture,129.99,2021-01-18T19:37:42.000-06:00,Catherine Lee,Canada,Toronto,StyleNestFurniture.com,CODE000000000104,Y,SUCCESS,5,Internet Banking
105,14,12,Upholstered Bench,Entryway Furniture,99.99,2021-07-09T23:35:47.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000105,Y,SUCCESS,5,Internet Banking
106,19,11,Vanity Dresser,Bedroom Furniture,189.99,2020-12-18T12:01:07.000-06:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000106,N,Insufficient Funds,5,Internet Banking
107,20,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-03-20T19:02:04.000-05:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000107,Y,SUCCESS,6,Internet Banking
108,3,12,Upholstered Bench,Entryway Furniture,99.99,2020-12-23T23:26:33.000-06:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000000108,N,Insufficient Funds,5,UPI
109,13,5,Oak Dining Table,Dining Room Furniture,399.99,2020-07-21T10:53:19.000-05:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000000109,N,Network Error,6,Card
110,7,12,Upholstered Bench,Entryway Furniture,99.99,2021-03-17T15:44:05.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000110,N,Insufficient Funds,5,Internet Banking
111,13,7,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-05T10:46:35.000-05:00,Mona Hall,Germany,Berlin,HomeHavenFurniture.com,CODE000000000111,Y,SUCCESS,6,Internet Banking
112,1,6,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-30T04:42:31.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000112,Y,SUCCESS,5,Internet Banking
113,1,2,Memory Foam Mattress,Bedroom Furniture,199.99,2020-05-17T02:44:11.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000113,Y,SUCCESS,5,Internet Banking
114,14,12,Upholstered Bench,Entryway Furniture,99.99,2020-10-15T00:46:00.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000114,Y,SUCCESS,5,Internet Banking
115,15,18,Nursery Rocking Chair,Kids Furniture,119.99,2020-03-30T17:47:11.000-05:00,Olivia Scott,Canada,Calgary,StyleNestFurniture.com,CODE000000000115,N,Network Error,5,Internet Banking
116,1,8,Modular Bookcase,Home Office Furniture,199.99,2021-06-21T09:30:05.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000116,Y,SUCCESS,5,Internet Banking
117,6,18,Nursery Rocking Chair,Kids Furniture,119.99,2021-01-26T07:31:14.000-06:00,Frank Wilson,Canada,Calgary,CozyCornerDecor.com,CODE000000000117,Y,SUCCESS,5,Internet Banking
118,2,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-11-07T09:09:07.000-06:00,Bob Smith,USA,Los Angeles,TimelessHomeStyles.com,CODE000000000118,Y,SUCCESS,6,Card
119,10,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-03-16T03:44:19.000-05:00,Jack Lewis,Australia,Perth,CozyCornerDecor.com,CODE000000000119,N,Insufficient Funds,5,Card
120,20,15,Outdoor Patio Set,Outdoor Furniture,299.99,2021-12-16T12:13:56.000-06:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000120,Y,SUCCESS,6,Internet Banking
121,5,14,TV Stand,Living Room Furniture,89.99,2021-08-13T13:47:28.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000121,Y,SUCCESS,5,Internet Banking
122,11,2,Memory Foam Mattress,Bedroom Furniture,199.99,2020-07-22T21:33:47.000-05:00,Karen Young,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000122,Y,SUCCESS,5,Card
123,15,8,Modular Bookcase,Home Office Furniture,199.99,2021-12-02T18:57:55.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000123,N,Network Error,5,Internet Banking
124,8,20,Standing Desk,Home Office Furniture,249.99,2020-09-26T21:49:59.000-05:00,Harry Martinez,Canada,Vancouver,CozyCornerDecor.com,CODE000000000124,Y,SUCCESS,6,Card
125,17,20,Standing Desk,Home Office Furniture,249.99,2020-06-26T19:25:54.000-05:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000125,Y,SUCCESS,5,Internet Banking
126,15,13,Glass Console Table,Entryway Furniture,129.99,2020-10-14T22:33:18.000-05:00,Olivia Scott,Canada,Calgary,CozyCornerDecor.com,CODE000000000126,Y,SUCCESS,5,Internet Banking
127,2,13,Glass Console Table,Entryway Furniture,129.99,2020-01-05T18:10:52.000-06:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000127,Y,SUCCESS,6,Internet Banking
128,3,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-05-05T04:27:56.000-05:00,Catherine Lee,Canada,Toronto,HomeHavenFurniture.com,CODE000000000128,Y,SUCCESS,5,Internet Banking
129,12,4,Recliner Chair,Living Room Furniture,249.99,2021-05-28T22:01:47.000-05:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000000129,Y,SUCCESS,5,Card
130,10,20,Standing Desk,Home Office Furniture,249.99,2021-10-22T08:29:28.000-05:00,Jack Lewis,Australia,Perth,TimelessHomeStyles.com,CODE000000000130,N,Insufficient Funds,5,Card
131,9,8,Modular Bookcase,Home Office Furniture,199.99,2021-08-21T00:05:56.000-05:00,Ivy Clark,Australia,Melbourne,StyleNestFurniture.com,CODE000000000131,Y,SUCCESS,5,Internet Banking
132,9,15,Outdoor Patio Set,Outdoor Furniture,299.99,2020-08-21T10:20:24.000-05:00,Ivy Clark,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000132,Y,SUCCESS,5,Internet Banking
