customer_id,product_id,order_id,product_name,product_category,price,random_timestamp,customer_name,country,city
19,19,620,Shoe Storage Cabinet,Entryway Furniture,59.99,2020-02-27T06:55:10.000-06:00,Sam Phillips,Canada,Montreal
17,19,624,Shoe Storage Cabinet,Entryway Furniture,59.99,2021-01-25T13:12:39.000-06:00,Quinn Baker,Australia,Perth
8,7,1,Wooden Coffee Table,Living Room Furniture,149.99,2021-06-02T15:57:00.000-05:00,Harry Martinez,Canada,Vancouver
13,7,18,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-12T09:56:59.000-06:00,Mona Hall,Germany,Berlin
3,7,25,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-21T09:23:58.000-06:00,Catherine Lee,Canada,Toronto
18,7,135,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-20T15:32:42.000-06:00,Rachel Evans,Germany,Munich
19,7,144,Wooden Coffee Table,Living Room Furniture,149.99,2021-10-31T21:25:46.000-05:00,Sam Phillips,Canada,Montreal
7,7,172,Wooden Coffee Table,Living Room Furniture,149.99,2020-12-16T00:19:25.000-06:00,Grace Thompson,Germany,Frankfurt
8,7,174,Wooden Coffee Table,Living Room Furniture,149.99,2021-03-02T14:27:58.000-06:00,Harry Martinez,Canada,Vancouver
4,7,176,Wooden Coffee Table,Living Room Furniture,149.99,2021-12-24T20:15:52.000-06:00,Daniel Brown,Australia,Melbourne
17,7,189,Wooden Coffee Table,Living Room Furniture,149.99,2020-06-27T23:43:15.000-05:00,Quinn Baker,Australia,Perth
18,7,191,Wooden Coffee Table,Living Room Furniture,149.99,2020-06-15T21:28:41.000-05:00,Rachel Evans,Germany,Munich
5,7,199,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-20T10:45:36.000-06:00,Eva Garcia,Germany,Cologne
7,7,222,Wooden Coffee Table,Living Room Furniture,149.99,2020-08-11T06:15:26.000-05:00,Grace Thompson,Germany,Frankfurt
13,7,229,Wooden Coffee Table,Living Room Furniture,149.99,2020-11-17T15:53:50.000-06:00,Mona Hall,Germany,Berlin
6,7,230,Wooden Coffee Table,Living Room Furniture,149.99,2021-09-26T00:28:01.000-05:00,Frank Wilson,Canada,Calgary
6,7,239,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-19T16:28:47.000-05:00,Frank Wilson,Canada,Calgary
14,7,253,Wooden Coffee Table,Living Room Furniture,149.99,2021-06-09T07:48:55.000-05:00,Nathan King,Canada,Calgary
20,7,276,Wooden Coffee Table,Living Room Furniture,149.99,2021-02-27T16:29:14.000-06:00,Tina Rodriguez,USA,Chicago
14,7,355,Wooden Coffee Table,Living Room Furniture,149.99,2021-05-03T02:38:44.000-05:00,Nathan King,Canada,Calgary
8,7,449,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-18T01:52:30.000-06:00,Harry Martinez,Canada,Vancouver
6,7,470,Wooden Coffee Table,Living Room Furniture,149.99,2021-11-11T21:13:02.000-06:00,Frank Wilson,Canada,Calgary
1,7,474,Wooden Coffee Table,Living Room Furniture,149.99,2020-03-29T00:57:21.000-05:00,Alice Johnson,USA,Phoenix
11,7,478,Wooden Coffee Table,Living Room Furniture,149.99,2020-02-16T11:31:21.000-06:00,Karen Young,Germany,Frankfurt
16,7,488,Wooden Coffee Table,Living Room Furniture,149.99,2020-07-06T01:50:06.000-05:00,Peter Adams,Australia,Perth
2,7,492,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-30T17:12:08.000-05:00,Bob Smith,USA,Los Angeles
9,7,505,Wooden Coffee Table,Living Room Furniture,149.99,2020-01-29T01:42:02.000-06:00,Ivy Clark,Australia,Melbourne
5,7,515,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-25T06:42:37.000-05:00,Eva Garcia,Germany,Cologne
14,7,521,Wooden Coffee Table,Living Room Furniture,149.99,2020-10-12T18:22:54.000-05:00,Nathan King,Canada,Calgary
2,7,560,Wooden Coffee Table,Living Room Furniture,149.99,2021-09-12T02:06:37.000-05:00,Bob Smith,USA,Los Angeles
19,6,20,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-27T11:55:28.000-06:00,Sam Phillips,Canada,Montreal
2,6,89,Leather Dining Chair,Dining Room Furniture,89.99,2021-10-04T10:40:12.000-05:00,Bob Smith,USA,Los Angeles
3,6,114,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-26T14:46:54.000-05:00,Catherine Lee,Canada,Toronto
15,6,155,Leather Dining Chair,Dining Room Furniture,89.99,2021-05-06T19:42:07.000-05:00,Olivia Scott,Canada,Calgary
15,6,180,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-03T13:49:31.000-05:00,Olivia Scott,Canada,Calgary
7,6,214,Leather Dining Chair,Dining Room Furniture,89.99,2021-11-29T19:10:52.000-06:00,Grace Thompson,Germany,Frankfurt
2,6,235,Leather Dining Chair,Dining Room Furniture,89.99,2020-06-22T00:52:07.000-05:00,Bob Smith,USA,Los Angeles
5,6,236,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-16T01:59:06.000-05:00,Eva Garcia,Germany,Cologne
3,6,257,Leather Dining Chair,Dining Room Furniture,89.99,2021-04-27T08:29:46.000-05:00,Catherine Lee,Canada,Toronto
5,6,258,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-19T21:27:49.000-05:00,Eva Garcia,Germany,Cologne
12,6,309,Leather Dining Chair,Dining Room Furniture,89.99,2020-08-21T15:39:43.000-05:00,Liam Walker,Australia,Adelaide
10,6,319,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-22T03:39:07.000-05:00,Jack Lewis,Australia,Perth
15,6,322,Leather Dining Chair,Dining Room Furniture,89.99,2020-07-12T04:14:34.000-05:00,Olivia Scott,Canada,Calgary
4,6,329,Leather Dining Chair,Dining Room Furniture,89.99,2021-12-21T08:49:47.000-06:00,Daniel Brown,Australia,Melbourne
6,6,343,Leather Dining Chair,Dining Room Furniture,89.99,2020-02-17T21:01:23.000-06:00,Frank Wilson,Canada,Calgary
6,6,360,Leather Dining Chair,Dining Room Furniture,89.99,2020-03-17T06:10:46.000-05:00,Frank Wilson,Canada,Calgary
6,6,377,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-04T03:05:41.000-06:00,Frank Wilson,Canada,Calgary
4,6,415,Leather Dining Chair,Dining Room Furniture,89.99,2021-08-07T03:22:05.000-05:00,Daniel Brown,Australia,Melbourne
5,6,428,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-29T22:45:09.000-05:00,Eva Garcia,Germany,Cologne
5,6,438,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-14T05:58:07.000-06:00,Eva Garcia,Germany,Cologne
18,6,483,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-16T00:13:05.000-05:00,Rachel Evans,Germany,Munich
5,6,484,Leather Dining Chair,Dining Room Furniture,89.99,2020-10-12T07:32:27.000-05:00,Eva Garcia,Germany,Cologne
14,6,493,Leather Dining Chair,Dining Room Furniture,89.99,2020-01-11T01:44:24.000-06:00,Nathan King,Canada,Calgary
10,6,510,Leather Dining Chair,Dining Room Furniture,89.99,2020-01-08T00:27:45.000-06:00,Jack Lewis,Australia,Perth
11,6,533,Leather Dining Chair,Dining Room Furniture,89.99,2020-01-05T15:28:38.000-06:00,Karen Young,Germany,Frankfurt
15,6,563,Leather Dining Chair,Dining Room Furniture,89.99,2021-06-28T18:14:53.000-05:00,Olivia Scott,Canada,Calgary
17,6,566,Leather Dining Chair,Dining Room Furniture,89.99,2020-11-17T14:55:57.000-06:00,Quinn Baker,Australia,Perth
19,6,573,Leather Dining Chair,Dining Room Furniture,89.99,2021-09-20T06:40:26.000-05:00,Sam Phillips,Canada,Montreal
8,6,588,Leather Dining Chair,Dining Room Furniture,89.99,2020-04-05T23:14:45.000-05:00,Harry Martinez,Canada,Vancouver
3,6,593,Leather Dining Chair,Dining Room Furniture,89.99,2020-09-10T03:16:06.000-05:00,Catherine Lee,Canada,Toronto
5,6,612,Leather Dining Chair,Dining Room Furniture,89.99,2021-02-19T18:46:01.000-06:00,Eva Garcia,Germany,Cologne
17,9,17,Ergonomic Office Chair,Home Office Furniture,129.99,2021-01-13T16:40:18.000-06:00,Quinn Baker,Australia,Perth
19,9,30,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-12T05:18:53.000-06:00,Sam Phillips,Canada,Montreal
14,9,43,Ergonomic Office Chair,Home Office Furniture,129.99,2021-02-04T23:07:13.000-06:00,Nathan King,Canada,Calgary
16,9,44,Ergonomic Office Chair,Home Office Furniture,129.99,2021-05-28T18:22:07.000-05:00,Peter Adams,Australia,Perth
7,9,81,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-29T19:16:17.000-05:00,Grace Thompson,Germany,Frankfurt
5,9,106,Ergonomic Office Chair,Home Office Furniture,129.99,2021-08-25T12:12:36.000-05:00,Eva Garcia,Germany,Cologne
4,9,137,Ergonomic Office Chair,Home Office Furniture,129.99,2020-05-08T06:28:25.000-05:00,Daniel Brown,Australia,Melbourne
4,9,202,Ergonomic Office Chair,Home Office Furniture,129.99,2020-04-14T12:25:56.000-05:00,Daniel Brown,Australia,Melbourne
1,9,212,Ergonomic Office Chair,Home Office Furniture,129.99,2021-06-21T07:49:09.000-05:00,Alice Johnson,USA,Phoenix
16,9,220,Ergonomic Office Chair,Home Office Furniture,129.99,2020-09-11T00:04:33.000-05:00,Peter Adams,Australia,Perth
12,9,341,Ergonomic Office Chair,Home Office Furniture,129.99,2020-02-23T09:39:14.000-06:00,Liam Walker,Australia,Adelaide
10,9,350,Ergonomic Office Chair,Home Office Furniture,129.99,2021-02-04T14:13:20.000-06:00,Jack Lewis,Australia,Perth
4,9,385,Ergonomic Office Chair,Home Office Furniture,129.99,2021-12-12T20:12:48.000-06:00,Daniel Brown,Australia,Melbourne
13,9,442,Ergonomic Office Chair,Home Office Furniture,129.99,2021-05-18T16:28:14.000-05:00,Mona Hall,Germany,Berlin
20,9,450,Ergonomic Office Chair,Home Office Furniture,129.99,2021-08-04T16:59:57.000-05:00,Tina Rodriguez,USA,Chicago
20,9,468,Ergonomic Office Chair,Home Office Furniture,129.99,2020-10-27T05:43:00.000-05:00,Tina Rodriguez,USA,Chicago
3,9,476,Ergonomic Office Chair,Home Office Furniture,129.99,2021-06-11T21:12:11.000-05:00,Catherine Lee,Canada,Toronto
8,9,485,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-09T20:21:22.000-05:00,Harry Martinez,Canada,Vancouver
16,9,486,Ergonomic Office Chair,Home Office Furniture,129.99,2020-12-12T21:55:27.000-06:00,Peter Adams,Australia,Perth
7,9,491,Ergonomic Office Chair,Home Office Furniture,129.99,2021-03-23T09:46:01.000-05:00,Grace Thompson,Germany,Frankfurt
6,9,497,Ergonomic Office Chair,Home Office Furniture,129.99,2020-08-04T17:07:55.000-05:00,Frank Wilson,Canada,Calgary
15,9,498,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-27T19:56:52.000-05:00,Olivia Scott,Canada,Calgary
14,9,513,Ergonomic Office Chair,Home Office Furniture,129.99,2020-06-10T13:29:23.000-05:00,Nathan King,Canada,Calgary
17,9,517,Ergonomic Office Chair,Home Office Furniture,129.99,2021-01-14T02:38:08.000-06:00,Quinn Baker,Australia,Perth
2,9,530,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-17T03:43:44.000-05:00,Bob Smith,USA,Los Angeles
2,9,562,Ergonomic Office Chair,Home Office Furniture,129.99,2021-04-24T14:42:50.000-05:00,Bob Smith,USA,Los Angeles
15,9,598,Ergonomic Office Chair,Home Office Furniture,129.99,2021-10-07T08:29:22.000-05:00,Olivia Scott,Canada,Calgary
3,9,619,Ergonomic Office Chair,Home Office Furniture,129.99,2020-09-16T16:41:35.000-05:00,Catherine Lee,Canada,Toronto
7,17,2,Kids Bunk Bed,Kids Furniture,249.99,2021-09-09T02:23:21.000-05:00,Grace Thompson,Germany,Frankfurt
8,17,19,Kids Bunk Bed,Kids Furniture,249.99,2020-03-01T17:51:11.000-06:00,Harry Martinez,Canada,Vancouver
17,17,24,Kids Bunk Bed,Kids Furniture,249.99,2021-07-17T11:57:26.000-05:00,Quinn Baker,Australia,Perth
6,17,42,Kids Bunk Bed,Kids Furniture,249.99,2021-03-06T22:33:55.000-06:00,Frank Wilson,Canada,Calgary
12,17,67,Kids Bunk Bed,Kids Furniture,249.99,2020-08-12T03:33:54.000-05:00,Liam Walker,Australia,Adelaide
14,17,150,Kids Bunk Bed,Kids Furniture,249.99,2020-01-08T07:15:47.000-06:00,Nathan King,Canada,Calgary
17,17,152,Kids Bunk Bed,Kids Furniture,249.99,2021-04-18T23:56:40.000-05:00,Quinn Baker,Australia,Perth
7,17,173,Kids Bunk Bed,Kids Furniture,249.99,2020-09-10T21:45:38.000-05:00,Grace Thompson,Germany,Frankfurt
13,17,188,Kids Bunk Bed,Kids Furniture,249.99,2020-12-27T23:57:38.000-06:00,Mona Hall,Germany,Berlin
12,17,194,Kids Bunk Bed,Kids Furniture,249.99,2020-03-17T11:25:43.000-05:00,Liam Walker,Australia,Adelaide
9,17,198,Kids Bunk Bed,Kids Furniture,249.99,2020-11-12T02:24:31.000-06:00,Ivy Clark,Australia,Melbourne
13,17,255,Kids Bunk Bed,Kids Furniture,249.99,2021-10-23T07:15:05.000-05:00,Mona Hall,Germany,Berlin
7,17,292,Kids Bunk Bed,Kids Furniture,249.99,2021-10-08T13:25:35.000-05:00,Grace Thompson,Germany,Frankfurt
11,17,296,Kids Bunk Bed,Kids Furniture,249.99,2021-06-29T11:38:26.000-05:00,Karen Young,Germany,Frankfurt
2,17,310,Kids Bunk Bed,Kids Furniture,249.99,2020-01-07T06:32:32.000-06:00,Bob Smith,USA,Los Angeles
13,17,315,Kids Bunk Bed,Kids Furniture,249.99,2020-10-05T19:08:29.000-05:00,Mona Hall,Germany,Berlin
6,17,327,Kids Bunk Bed,Kids Furniture,249.99,2020-02-01T15:05:23.000-06:00,Frank Wilson,Canada,Calgary
12,17,330,Kids Bunk Bed,Kids Furniture,249.99,2020-09-30T02:49:01.000-05:00,Liam Walker,Australia,Adelaide
15,17,339,Kids Bunk Bed,Kids Furniture,249.99,2021-11-29T19:36:18.000-06:00,Olivia Scott,Canada,Calgary
13,17,347,Kids Bunk Bed,Kids Furniture,249.99,2020-09-08T13:36:52.000-05:00,Mona Hall,Germany,Berlin
13,17,353,Kids Bunk Bed,Kids Furniture,249.99,2021-05-31T05:44:18.000-05:00,Mona Hall,Germany,Berlin
5,17,381,Kids Bunk Bed,Kids Furniture,249.99,2020-05-10T08:06:04.000-05:00,Eva Garcia,Germany,Cologne
15,17,437,Kids Bunk Bed,Kids Furniture,249.99,2021-01-24T08:15:18.000-06:00,Olivia Scott,Canada,Calgary
8,17,441,Kids Bunk Bed,Kids Furniture,249.99,2021-06-02T17:50:53.000-05:00,Harry Martinez,Canada,Vancouver
18,17,475,Kids Bunk Bed,Kids Furniture,249.99,2020-01-13T11:45:44.000-06:00,Rachel Evans,Germany,Munich
13,17,494,Kids Bunk Bed,Kids Furniture,249.99,2020-05-28T09:00:51.000-05:00,Mona Hall,Germany,Berlin
4,17,509,Kids Bunk Bed,Kids Furniture,249.99,2021-01-25T05:24:49.000-06:00,Daniel Brown,Australia,Melbourne
2,17,528,Kids Bunk Bed,Kids Furniture,249.99,2020-09-22T02:20:42.000-05:00,Bob Smith,USA,Los Angeles
10,17,574,Kids Bunk Bed,Kids Furniture,249.99,2020-10-11T22:00:31.000-05:00,Jack Lewis,Australia,Perth
17,17,596,Kids Bunk Bed,Kids Furniture,249.99,2020-04-17T01:54:18.000-05:00,Quinn Baker,Australia,Perth
5,17,610,Kids Bunk Bed,Kids Furniture,249.99,2020-11-12T16:32:27.000-06:00,Eva Garcia,Germany,Cologne
14,17,614,Kids Bunk Bed,Kids Furniture,249.99,2020-10-08T23:44:18.000-05:00,Nathan King,Canada,Calgary
15,5,8,Oak Dining Table,Dining Room Furniture,399.99,2020-03-21T12:57:47.000-05:00,Olivia Scott,Canada,Calgary
12,5,57,Oak Dining Table,Dining Room Furniture,399.99,2021-08-14T17:02:34.000-05:00,Liam Walker,Australia,Adelaide
11,5,87,Oak Dining Table,Dining Room Furniture,399.99,2021-06-29T07:09:16.000-05:00,Karen Young,Germany,Frankfurt
15,5,95,Oak Dining Table,Dining Room Furniture,399.99,2020-03-24T07:20:03.000-05:00,Olivia Scott,Canada,Calgary
10,5,109,Oak Dining Table,Dining Room Furniture,399.99,2021-08-21T23:33:46.000-05:00,Jack Lewis,Australia,Perth
8,5,119,Oak Dining Table,Dining Room Furniture,399.99,2021-07-29T19:10:55.000-05:00,Harry Martinez,Canada,Vancouver
20,5,125,Oak Dining Table,Dining Room Furniture,399.99,2021-02-21T18:30:16.000-06:00,Tina Rodriguez,USA,Chicago
17,5,132,Oak Dining Table,Dining Room Furniture,399.99,2020-07-25T04:04:09.000-05:00,Quinn Baker,Australia,Perth
16,5,139,Oak Dining Table,Dining Room Furniture,399.99,2021-03-29T01:52:13.000-05:00,Peter Adams,Australia,Perth
12,5,145,Oak Dining Table,Dining Room Furniture,399.99,2020-05-24T11:55:01.000-05:00,Liam Walker,Australia,Adelaide
8,5,160,Oak Dining Table,Dining Room Furniture,399.99,2021-08-06T00:56:04.000-05:00,Harry Martinez,Canada,Vancouver
15,5,181,Oak Dining Table,Dining Room Furniture,399.99,2021-01-10T01:39:26.000-06:00,Olivia Scott,Canada,Calgary
17,5,187,Oak Dining Table,Dining Room Furniture,399.99,2021-04-10T18:25:52.000-05:00,Quinn Baker,Australia,Perth
12,5,233,Oak Dining Table,Dining Room Furniture,399.99,2020-12-21T10:08:34.000-06:00,Liam Walker,Australia,Adelaide
8,5,256,Oak Dining Table,Dining Room Furniture,399.99,2020-01-27T06:08:48.000-06:00,Harry Martinez,Canada,Vancouver
12,5,261,Oak Dining Table,Dining Room Furniture,399.99,2021-09-16T09:48:53.000-05:00,Liam Walker,Australia,Adelaide
18,5,351,Oak Dining Table,Dining Room Furniture,399.99,2020-04-01T12:11:52.000-05:00,Rachel Evans,Germany,Munich
2,5,356,Oak Dining Table,Dining Room Furniture,399.99,2021-08-22T02:00:50.000-05:00,Bob Smith,USA,Los Angeles
9,5,380,Oak Dining Table,Dining Room Furniture,399.99,2021-05-02T02:08:12.000-05:00,Ivy Clark,Australia,Melbourne
11,5,422,Oak Dining Table,Dining Room Furniture,399.99,2021-07-15T17:45:02.000-05:00,Karen Young,Germany,Frankfurt
12,5,465,Oak Dining Table,Dining Room Furniture,399.99,2021-02-28T18:04:32.000-06:00,Liam Walker,Australia,Adelaide
4,5,500,Oak Dining Table,Dining Room Furniture,399.99,2020-10-21T13:10:00.000-05:00,Daniel Brown,Australia,Melbourne
9,5,524,Oak Dining Table,Dining Room Furniture,399.99,2020-08-19T11:33:48.000-05:00,Ivy Clark,Australia,Melbourne
2,5,534,Oak Dining Table,Dining Room Furniture,399.99,2020-06-28T11:03:29.000-05:00,Bob Smith,USA,Los Angeles
17,5,535,Oak Dining Table,Dining Room Furniture,399.99,2020-04-23T16:31:33.000-05:00,Quinn Baker,Australia,Perth
5,5,548,Oak Dining Table,Dining Room Furniture,399.99,2020-12-02T19:48:25.000-06:00,Eva Garcia,Germany,Cologne
3,1,22,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-03T09:23:00.000-05:00,Catherine Lee,Canada,Toronto
16,1,59,Classic Wooden Bed,Bedroom Furniture,299.99,2020-05-15T06:46:21.000-05:00,Peter Adams,Australia,Perth
14,1,63,Classic Wooden Bed,Bedroom Furniture,299.99,2021-06-28T23:42:16.000-05:00,Nathan King,Canada,Calgary
8,1,82,Classic Wooden Bed,Bedroom Furniture,299.99,2021-10-17T13:40:38.000-05:00,Harry Martinez,Canada,Vancouver
20,1,91,Classic Wooden Bed,Bedroom Furniture,299.99,2020-12-26T20:47:27.000-06:00,Tina Rodriguez,USA,Chicago
9,1,94,Classic Wooden Bed,Bedroom Furniture,299.99,2020-05-09T07:01:59.000-05:00,Ivy Clark,Australia,Melbourne
7,1,107,Classic Wooden Bed,Bedroom Furniture,299.99,2020-06-20T21:30:57.000-05:00,Grace Thompson,Germany,Frankfurt
3,1,133,Classic Wooden Bed,Bedroom Furniture,299.99,2020-07-28T07:34:47.000-05:00,Catherine Lee,Canada,Toronto
4,1,175,Classic Wooden Bed,Bedroom Furniture,299.99,2020-12-30T15:15:30.000-06:00,Daniel Brown,Australia,Melbourne
9,1,240,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-06T09:27:59.000-05:00,Ivy Clark,Australia,Melbourne
15,1,287,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-02T03:06:22.000-05:00,Olivia Scott,Canada,Calgary
2,1,314,Classic Wooden Bed,Bedroom Furniture,299.99,2021-02-07T17:03:11.000-06:00,Bob Smith,USA,Los Angeles
1,1,375,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-17T03:56:09.000-05:00,Alice Johnson,USA,Phoenix
16,1,406,Classic Wooden Bed,Bedroom Furniture,299.99,2020-02-13T10:16:58.000-06:00,Peter Adams,Australia,Perth
13,1,425,Classic Wooden Bed,Bedroom Furniture,299.99,2020-08-07T06:12:22.000-05:00,Mona Hall,Germany,Berlin
1,1,463,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-11T13:04:09.000-05:00,Alice Johnson,USA,Phoenix
2,1,467,Classic Wooden Bed,Bedroom Furniture,299.99,2021-06-13T08:41:52.000-05:00,Bob Smith,USA,Los Angeles
5,1,469,Classic Wooden Bed,Bedroom Furniture,299.99,2020-05-03T10:44:36.000-05:00,Eva Garcia,Germany,Cologne
14,1,503,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-21T18:48:31.000-05:00,Nathan King,Canada,Calgary
4,1,519,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-11T16:45:46.000-05:00,Daniel Brown,Australia,Melbourne
4,1,531,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-30T08:47:29.000-05:00,Daniel Brown,Australia,Melbourne
5,1,541,Classic Wooden Bed,Bedroom Furniture,299.99,2020-10-16T01:08:22.000-05:00,Eva Garcia,Germany,Cologne
16,1,556,Classic Wooden Bed,Bedroom Furniture,299.99,2021-04-28T06:46:22.000-05:00,Peter Adams,Australia,Perth
16,1,567,Classic Wooden Bed,Bedroom Furniture,299.99,2020-07-07T14:00:44.000-05:00,Peter Adams,Australia,Perth
4,1,580,Classic Wooden Bed,Bedroom Furniture,299.99,2020-01-04T19:31:43.000-06:00,Daniel Brown,Australia,Melbourne
10,1,591,Classic Wooden Bed,Bedroom Furniture,299.99,2020-08-01T09:15:18.000-05:00,Jack Lewis,Australia,Perth
15,1,611,Classic Wooden Bed,Bedroom Furniture,299.99,2020-02-20T08:53:33.000-06:00,Olivia Scott,Canada,Calgary
17,10,55,Metal Bed Frame,Bedroom Furniture,149.99,2020-09-01T13:00:16.000-05:00,Quinn Baker,Australia,Perth
5,10,103,Metal Bed Frame,Bedroom Furniture,149.99,2021-01-23T13:15:52.000-06:00,Eva Garcia,Germany,Cologne
7,10,104,Metal Bed Frame,Bedroom Furniture,149.99,2021-10-16T20:16:17.000-05:00,Grace Thompson,Germany,Frankfurt
7,10,123,Metal Bed Frame,Bedroom Furniture,149.99,2020-11-12T15:08:54.000-06:00,Grace Thompson,Germany,Frankfurt
1,10,124,Metal Bed Frame,Bedroom Furniture,149.99,2021-10-04T12:47:42.000-05:00,Alice Johnson,USA,Phoenix
4,10,128,Metal Bed Frame,Bedroom Furniture,149.99,2021-10-29T15:02:21.000-05:00,Daniel Brown,Australia,Melbourne
8,10,130,Metal Bed Frame,Bedroom Furniture,149.99,2020-08-31T20:48:14.000-05:00,Harry Martinez,Canada,Vancouver
10,10,141,Metal Bed Frame,Bedroom Furniture,149.99,2021-08-31T20:07:55.000-05:00,Jack Lewis,Australia,Perth
9,10,171,Metal Bed Frame,Bedroom Furniture,149.99,2021-09-15T11:53:39.000-05:00,Ivy Clark,Australia,Melbourne
19,10,200,Metal Bed Frame,Bedroom Furniture,149.99,2021-06-13T18:08:50.000-05:00,Sam Phillips,Canada,Montreal
19,10,232,Metal Bed Frame,Bedroom Furniture,149.99,2020-06-05T01:28:36.000-05:00,Sam Phillips,Canada,Montreal
1,10,244,Metal Bed Frame,Bedroom Furniture,149.99,2020-02-13T09:40:07.000-06:00,Alice Johnson,USA,Phoenix
9,10,267,Metal Bed Frame,Bedroom Furniture,149.99,2021-06-30T15:26:17.000-05:00,Ivy Clark,Australia,Melbourne
2,10,275,Metal Bed Frame,Bedroom Furniture,149.99,2021-04-15T16:52:17.000-05:00,Bob Smith,USA,Los Angeles
16,10,308,Metal Bed Frame,Bedroom Furniture,149.99,2021-09-13T09:48:33.000-05:00,Peter Adams,Australia,Perth
